"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","people",81,84,106,115,39,57
"11","job",80,110,149,98,38,74
"12","million",80,78,141,117,35,78
"13","bill",70,74,75,59,30,52
"14","billion",64,69,101,64,20,36
"15","voted",64,56,47,49,26,38
"16","cut",61,50,91,74,7,36
"17","plan",58,58,56,35,24,27
"18","said",58,53,58,50,41,44
"19","clinton",57,52,40,34,26,17
"20","u.",57,78,69,67,34,57
"21","taxe",55,37,83,54,20,45
"22","obamacare",53,37,35,22,24,8
"23","time",52,53,91,75,15,65
"24","government",50,79,59,40,32,38
"25","texa",50,46,78,63,19,56
"26","barack",49,83,53,31,46,29
"27","budget",49,76,54,68,10,37
"28","american",48,52,98,87,28,70
"29","school",47,39,69,52,19,39
"30","cost",46,43,56,49,12,20
"31","republican",46,63,75,82,24,45
"32","hillary",42,33,29,24,24,10
"33","security",40,31,32,17,18,18
"34","america",35,30,32,34,15,26
"35","social",34,29,25,12,9,16
"36","spending",34,16,40,38,10,31
"37","dollar",33,21,49,42,12,27
"38","scott",33,50,38,20,21,14
"39","support",33,28,46,24,8,25
"40","vote",33,42,29,38,14,33
"41","wisconsin",33,68,36,38,30,28
"42","last",32,45,47,67,13,51
"43","medicare",32,38,40,18,14,10
"44","taxpayer",32,18,22,19,7,17
"45","administration",28,26,45,18,12,14
"46","first",28,37,30,43,11,46
"47","country",27,52,56,64,17,59
"48","day",27,19,37,45,16,45
"49","illegal",27,38,30,21,17,13
"50","worker",27,10,31,24,4,14
"51","can",26,27,37,35,17,28
"52","four",26,18,29,34,3,29
"53","rate",26,45,88,62,11,56
"54","bush",25,26,27,40,5,27
"55","congres",25,23,33,15,14,29
"56","right",25,47,43,33,11,21
"57","gov",24,32,30,18,17,14
"58","house",24,40,23,39,13,26
"59","les",24,13,23,38,8,24
"60","since",24,31,79,70,13,74
"61","know",23,16,13,13,7,17
"62","walker",23,37,22,8,12,7
"63","high",22,8,23,19,5,13
"64","paid",22,11,16,26,5,18
"65","romney",22,15,40,26,9,24
"66","student",22,19,27,40,4,14
"67","unemployment",22,24,40,26,7,19
"68","abortion",21,35,23,13,10,14
"69","governor",21,32,46,33,10,41
"70","rick",21,24,34,20,12,11
"71","increase",20,35,41,28,16,21
"72","nation",20,35,23,42,5,41
"73","nearly",20,15,34,32,8,38
"74","sen",20,19,27,12,7,20
"75","act",19,20,33,25,4,12
"76","debt",19,22,41,33,6,36
"77","give",19,21,17,17,3,8
"78","per",19,27,30,31,5,22
"79","almost",17,10,21,27,4,24
"80","highest",17,13,25,35,3,28
"81","put",17,17,31,12,3,12
"82","college",16,12,28,32,3,17
"83","donald",16,14,28,26,10,19
"84","family",16,11,15,11,2,20
"85","group",16,13,9,3,7,4
"86","never",16,36,22,24,14,21
"87","three",16,22,31,38,5,41
"88","work",16,24,37,19,9,10
"89","average",15,14,41,49,3,33
"90","deficit",15,16,28,23,1,7
"91","half",15,17,18,38,4,34
"92","u",15,14,16,10,6,10
"93","busines",14,21,13,15,3,13
"94","increased",14,4,22,8,4,11
"95","mccain",14,13,15,19,5,33
"96","policie",14,6,6,3,5,4
"97","real",14,4,7,4,5,3
"98","stop",14,9,5,2,3,6
"99","trillion",14,19,30,22,1,16
"100","wage",14,11,25,31,2,17
"101","border",13,13,19,13,18,6
"102","china",13,10,13,13,16,6
"103","create",13,10,13,4,5,4
"104","five",13,19,26,28,8,19
"105","funding",13,16,28,30,7,13
"106","lost",13,16,34,21,11,12
"107","much",13,24,9,22,3,8
"108","spend",13,12,17,23,5,23
"109","thing",13,12,11,5,0,10
"110","created",12,14,37,21,12,10
"111","georgia",12,13,34,26,3,46
"112","member",12,13,13,22,11,29
"113","mitt",12,12,27,20,7,17
"114","month",12,16,30,36,3,24
"115","world",12,21,32,45,13,22
"116","ago",11,10,13,15,6,21
"117","crime",11,16,17,19,7,21
"118","got",11,13,19,26,8,9
"119","level",11,7,12,24,4,13
"120","making",11,13,14,12,7,2
"121","mandate",11,8,6,7,3,4
"122","term",11,8,16,16,6,20
"123","today",11,21,24,44,6,27
"124","ban",10,9,13,7,6,7
"125","employer",10,5,5,4,1,4
"126","end",10,12,9,12,7,8
"127","ever",10,25,13,16,4,12
"128","north",10,4,6,12,2,1
"129","option",10,5,1,3,1,1
"130","reduce",10,7,12,4,1,2
"131","reserve",10,5,3,6,2,4
"132","senator",10,10,15,9,2,19
"133","top",10,7,23,23,1,24
"134","able",9,10,3,9,2,4
"135","attack",9,18,9,5,4,3
"136","benghazi",9,6,1,1,1,1
"137","deal",9,24,20,11,3,6
"138","foundation",9,1,2,1,1,1
"139","nothing",9,12,6,2,8,5
"140","patient",9,4,2,5,3,2
"141","power",9,2,11,9,6,10
"142","promised",9,5,3,2,1,4
"143","provide",9,9,4,12,3,5
"144","raising",9,5,17,4,5,3
"145","six",9,9,8,21,1,19
"146","still",9,10,17,20,3,21
"147","third",9,12,15,20,1,12
"148","tuition",9,5,4,14,0,10
"149","defense",8,4,7,18,3,5
"150","help",8,12,16,9,7,3
"151","isi",8,12,7,4,4,4
"152","mayor",8,11,18,6,6,9
"153","place",8,9,12,7,7,3
"154","recent",8,10,9,15,7,2
"155","rob",8,4,3,3,2,0
"156","see",8,10,8,12,1,5
"157","w",8,7,6,8,1,5
"158","whether",8,22,7,9,3,4
"159","bargaining",7,3,3,2,2,3
"160","call",7,7,9,4,4,5
"161","car",7,7,9,7,8,6
"162","death",7,3,9,8,4,17
"163","deciding",7,5,0,0,0,0
"164","deduction",7,1,1,1,2,2
"165","different",7,3,2,3,1,10
"166","doctor",7,14,1,5,4,7
"167","former",7,8,13,4,5,8
"168","hispanic",7,3,9,5,0,10
"169","island",7,14,15,18,7,23
"170","january",7,2,4,2,4,0
"171","led",7,7,9,6,4,8
"172","major",7,6,7,21,1,7
"173","order",7,5,6,4,6,4
"174","poverty",7,4,13,20,0,5
"175","recall",7,3,2,0,1,5
"176","rhode",7,12,17,19,6,21
"177","small",7,20,5,7,4,11
"178","team",7,4,1,2,6,5
"179","thousand",7,8,17,5,7,8
"180","agreed",6,2,0,1,0,1
"181","among",6,7,22,8,2,12
"182","amount",6,3,14,10,0,4
"183","bailout",6,2,9,2,0,2
"184","became",6,2,10,11,1,7
"185","businesse",6,22,10,16,4,10
"186","cast",6,4,1,3,0,1
"187","cause",6,6,4,2,2,4
"188","cent",6,7,2,9,2,8
"189","creation",6,6,15,5,3,2
"190","decade",6,5,17,20,1,13
"191","drop",6,5,7,2,1,2
"192","fought",6,2,3,2,0,3
"193","gone",6,6,20,8,1,8
"194","he",6,5,13,4,3,5
"195","jeb",6,2,0,9,0,2
"196","jersey",6,17,9,16,2,18
"197","labor",6,9,2,8,1,4
"198","let",6,7,9,5,7,4
"199","murphy",6,4,0,2,1,0
"200","muslim",6,12,1,5,14,4
"201","ohio",6,17,23,26,14,22
"202","portman",6,3,3,3,0,0
"203","protect",6,7,7,3,1,1
"204","sink",6,2,3,5,0,0
"205","taking",6,3,10,12,1,3
"206","well",6,12,4,2,3,10
"207","ability",5,3,1,4,0,0
"208","book",5,2,2,1,5,5
"209","claim",5,7,5,3,3,11
"210","commission",5,11,1,2,0,3
"211","cuccinelli",5,1,1,0,2,0
"212","delay",5,0,1,0,1,0
"213","easier",5,3,2,1,0,0
"214","fact",5,10,15,5,7,13
"215","forcing",5,1,0,0,0,0
"216","holding",5,3,1,1,3,0
"217","id",5,5,3,5,2,6
"218","immediately",5,2,3,1,0,1
"219","key",5,0,2,0,1,3
"220","lane",5,1,1,2,1,1
"221","low",5,4,12,10,1,5
"222","lower",5,6,14,13,1,7
"223","minimum",5,9,14,22,1,9
"224","nafta",5,3,2,0,0,0
"225","product",5,2,5,8,1,8
"226","rank",5,4,10,9,0,7
"227","rape",5,4,15,7,6,3
"228","research",5,6,3,11,0,0
"229","return",5,11,5,3,2,2
"230","sign",5,6,6,3,5,1
"231","someone",5,0,3,4,1,6
"232","started",5,5,13,3,4,4
"233","violence",5,3,2,10,2,11
"234","ad",4,5,6,4,4,3
"235","african",4,5,9,7,5,15
"236","betty",4,2,0,0,1,0
"237","bp",4,0,4,3,1,0
"238","build",4,8,5,6,1,4
"239","canada",4,0,2,1,0,1
"240","constitution",4,4,6,1,6,3
"241","countrie",4,3,21,19,2,10
"242","disabled",4,1,0,3,1,0
"243","door",4,1,1,0,1,1
"244","everybody",4,9,2,2,1,2
"245","facing",4,1,1,3,0,0
"246","faith",4,0,1,1,0,0
"247","jack",4,1,0,1,1,1
"248","k",4,4,7,4,1,1
"249","known",4,0,2,2,0,3
"250","living",4,1,7,8,2,8
"251","love",4,1,0,1,1,0
"252","nine",4,4,2,8,1,6
"253","pre",4,2,4,4,1,2
"254","representative",4,7,2,5,0,12
"255","resident",4,7,6,5,5,11
"256","respect",4,0,1,1,0,0
"257","ruled",4,0,2,0,0,1
"258","russian",4,0,1,2,1,1
"259","safe",4,0,3,2,1,2
"260","secretary",4,14,7,10,3,6
"261","seen",4,9,10,14,1,2
"262","start",4,2,6,6,1,3
"263","step",4,3,4,4,0,0
"264","sutton",4,1,0,0,1,0
"265","target",4,2,1,0,0,1
"266","tonight",4,1,0,0,0,0
"267","uranium",4,0,0,0,1,0
"268","wendy",4,1,1,0,3,0
"269","worst",4,5,12,14,1,7
"270","wouldnt",4,1,1,0,2,2
"271","addres",3,3,1,7,0,4
"272","addressed",3,0,0,0,0,0
"273","age",3,7,5,9,3,5
"274","agencie",3,4,3,2,1,7
"275","ann",3,0,1,1,0,0
"276","beating",3,1,0,0,1,0
"277","bid",3,0,1,0,0,0
"278","braley",3,0,1,1,0,0
"279","capitol",3,2,1,2,5,2
"280","clinic",3,0,0,1,1,0
"281","coffman",3,0,0,1,0,0
"282","committee",3,3,9,9,1,7
"283","contribution",3,14,6,4,1,7
"284","cornille",3,1,0,0,1,0
"285","corridor",3,0,0,1,0,0
"286","d",3,2,4,4,3,2
"287","destroy",3,3,2,1,1,0
"288","doyle",3,1,0,1,0,0
"289","earn",3,1,3,11,1,2
"290","entire",3,9,8,12,3,18
"291","epa",3,3,0,2,3,2
"292","extreme",3,0,0,3,0,0
"293","eye",3,0,1,0,1,0
"294","film",3,0,5,0,0,0
"295","fleet",3,0,0,0,0,0
"296","funneled",3,0,1,0,0,0
"297","gonna",3,0,0,0,0,0
"298","guinta",3,0,0,0,0,0
"299","historically",3,0,2,0,0,5
"300","housing",3,2,9,5,1,0
"301","input",3,1,0,0,0,0
"302","insider",3,0,0,1,0,1
"303","kander",3,1,0,0,0,0
"304","king",3,3,4,2,2,2
"305","kitzhaber",3,1,1,0,0,0
"306","kuster",3,0,0,0,0,0
"307","loophole",3,1,5,5,0,8
"308","marwig",3,0,0,0,0,0
"309","mention",3,1,1,0,0,1
"310","obrien",3,0,0,0,0,0
"311","online",3,1,1,6,1,1
"312","overhaul",3,1,0,0,0,0
"313","paperwork",3,0,0,0,0,0
"314","passe",3,3,1,0,1,1
"315","pres",3,1,1,4,2,3
"316","previou",3,1,3,4,1,9
"317","privatization",3,1,1,0,0,0
"318","promise",3,6,3,3,0,6
"319","proven",3,1,0,1,0,0
"320","rail",3,8,4,4,1,1
"321","rating",3,7,10,6,0,5
"322","red",3,0,0,4,2,4
"323","regarding",3,0,0,0,1,0
"324","relocate",3,0,1,0,0,0
"325","represent",3,3,3,3,2,2
"326","retiree",3,3,5,0,0,0
"327","roy",3,0,3,0,1,0
"328","scheme",3,8,2,0,0,0
"329","seeing",3,0,5,1,0,3
"330","sherrod",3,5,6,0,5,3
"331","simpson",3,0,0,0,1,0
"332","size",3,2,6,4,4,9
"333","something",3,8,1,4,1,4
"334","spike",3,0,0,0,0,0
"335","staffer",3,0,1,0,0,1
"336","stephen",3,1,0,0,1,0
"337","temperature",3,1,0,0,0,1
"338","ten",3,4,7,3,3,9
"339","texan",3,2,0,6,1,3
"340","theyve",3,2,3,7,2,2
"341","tim",3,3,6,3,3,2
"342","voucher",3,2,3,7,1,0
