"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","billion",64,69,101,64,20,36
"16","voted",64,56,47,49,26,38
"17","cut",61,50,91,74,7,36
"18","plan",58,58,56,35,24,27
"19","said",58,53,58,50,41,44
"20","clinton",57,52,40,34,26,17
"21","u.",57,78,69,67,34,57
"22","taxe",55,37,83,54,20,45
"23","obamacare",53,37,35,22,24,8
"24","time",52,53,91,75,15,65
"25","get",51,42,36,37,14,43
"26","government",50,79,59,40,32,38
"27","texa",50,46,78,63,19,56
"28","barack",49,83,53,31,46,29
"29","budget",49,76,54,68,10,37
"30","american",48,52,98,87,28,70
"31","school",47,39,69,52,19,39
"32","cost",46,43,56,49,12,20
"33","republican",46,63,75,82,24,45
"34","now",43,52,64,61,10,45
"35","hillary",42,33,29,24,24,10
"36","even",41,24,35,36,14,31
"37","security",40,31,32,17,18,18
"38","every",39,54,63,72,12,56
"39","democrat",38,36,38,22,13,25
"40","office",38,26,34,36,13,33
"41","women",37,28,29,34,10,25
"42","america",35,30,32,34,15,26
"43","public",34,28,44,32,9,31
"44","senate",34,40,34,42,9,29
"45","social",34,29,25,12,9,16
"46","spending",34,16,40,38,10,31
"47","dollar",33,21,49,42,12,27
"48","scott",33,50,38,20,21,14
"49","support",33,28,46,24,8,25
"50","vote",33,42,29,38,14,33
"51","wisconsin",33,68,36,38,30,28
"52","last",32,45,47,67,13,51
"53","medicare",32,38,40,18,14,10
"54","taxpayer",32,18,22,19,7,17
"55","make",30,16,23,31,18,13
"56","florida",29,34,51,45,9,31
"57","took",29,18,31,24,4,16
"58","administration",28,26,45,18,12,14
"59","first",28,37,30,43,11,46
"60","raise",28,26,28,20,8,8
"61","united",28,51,61,59,13,40
"62","country",27,52,56,64,17,59
"63","day",27,19,37,45,16,45
"64","fund",27,23,31,17,10,13
"65","going",27,34,25,18,16,14
"66","illegal",27,38,30,21,17,13
"67","like",27,23,22,17,14,16
"68","two",27,32,39,30,6,34
"69","worker",27,10,31,24,4,14
"70","can",26,27,37,35,17,28
"71","four",26,18,29,34,3,29
"72","rate",26,45,88,62,11,56
"73","bush",25,26,27,40,5,27
"74","congres",25,23,33,15,14,29
"75","right",25,47,43,33,11,21
"76","go",24,18,16,25,13,16
"77","gov",24,32,30,18,17,14
"78","house",24,40,23,39,13,26
"79","les",24,13,23,38,8,24
"80","program",24,20,30,34,14,22
"81","since",24,31,79,70,13,74
"82","know",23,16,13,13,7,17
"83","oil",23,16,32,34,2,21
"84","walker",23,37,22,8,12,7
"85","high",22,8,23,19,5,13
"86","immigrant",22,22,23,19,6,11
"87","paid",22,11,16,26,5,18
"88","passed",22,16,19,15,7,18
"89","romney",22,15,40,26,9,24
"90","student",22,19,27,40,4,14
"91","unemployment",22,24,40,26,7,19
"92","abortion",21,35,23,13,10,14
"93","governor",21,32,46,33,10,41
"94","national",21,24,24,34,14,32
"95","rep",21,17,13,4,23,8
"96","rick",21,24,34,20,12,11
"97","want",21,32,37,27,21,24
"98","actually",20,13,20,24,0,16
"99","clas",20,10,14,10,9,7
"100","income",20,28,30,38,7,35
"101","increase",20,35,41,28,16,21
"102","nation",20,35,23,42,5,41
"103","nearly",20,15,34,32,8,38
"104","sen",20,19,27,12,7,20
"105","take",20,26,11,19,12,15
"106","act",19,20,33,25,4,12
"107","debt",19,22,41,33,6,36
"108","dont",19,32,29,31,17,13
"109","education",19,16,34,31,7,20
"110","give",19,21,17,17,3,8
"111","just",19,33,47,30,11,32
"112","middle",19,10,16,15,9,8
"113","per",19,27,30,31,5,22
"114","stimulu",19,21,22,10,9,11
"115","supported",19,18,24,19,2,10
"116","system",19,14,21,25,6,18
"117","history",18,20,30,27,5,22
"118","home",18,14,15,24,6,14
"119","almost",17,10,21,27,4,24
"120","highest",17,13,25,35,3,28
"121","private",17,19,31,19,11,19
"122","put",17,17,31,12,3,12
"123","that",17,12,20,17,11,10
"124","white",17,18,18,10,9,8
"125","already",16,11,14,9,4,8
"126","college",16,12,28,32,3,17
"127","democratic",16,14,12,17,3,10
"128","donald",16,14,28,26,10,19
"129","economic",16,15,17,14,3,5
"130","employee",16,22,20,18,2,19
"131","family",16,11,15,11,2,20
"132","group",16,13,9,3,7,4
"133","higher",16,13,23,17,2,20
"134","john",16,23,26,18,13,24
"135","military",16,8,16,12,9,17
"136","never",16,36,22,24,14,21
"137","three",16,22,31,38,5,41
"138","work",16,24,37,19,9,10
"139","average",15,14,41,49,3,33
"140","deficit",15,16,28,23,1,7
"141","half",15,17,18,38,4,34
"142","medicaid",15,19,14,13,2,10
"143","party",15,18,16,28,5,15
"144","property",15,6,7,14,3,14
"145","show",15,14,12,13,9,9
"146","u",15,14,16,10,6,10
"147","veteran",15,9,11,5,5,13
"148","austin",14,9,13,11,9,10
"149","away",14,19,11,8,6,8
"150","benefit",14,18,21,11,2,10
"151","busines",14,21,13,15,3,13
"152","growth",14,12,13,12,2,15
"153","increased",14,4,22,8,4,11
"154","keep",14,10,13,6,5,9
"155","mccain",14,13,15,19,5,33
"156","number",14,31,27,30,9,30
"157","policie",14,6,6,3,5,4
"158","price",14,10,9,6,4,4
"159","reagan",14,9,7,8,4,7
"160","real",14,4,7,4,5,3
"161","senior",14,13,11,5,6,6
"162","stop",14,9,5,2,3,6
"163","trillion",14,19,30,22,1,16
"164","wage",14,11,25,31,2,17
"165","went",14,15,23,13,4,11
"166","border",13,13,19,13,18,6
"167","china",13,10,13,13,16,6
"168","create",13,10,13,4,5,4
"169","far",13,5,9,13,4,6
"170","five",13,19,26,28,8,19
"171","funding",13,16,28,30,7,13
"172","legislation",13,12,17,9,8,15
"173","lost",13,16,34,21,11,12
"174","much",13,24,9,22,3,8
"175","need",13,6,11,9,5,10
"176","perry",13,10,18,10,6,7
"177","reform",13,19,20,22,9,10
"178","run",13,8,10,10,3,3
"179","spend",13,12,17,23,5,23
"180","thing",13,12,11,5,0,10
"181","companie",12,18,23,22,2,12
"182","created",12,14,37,21,12,10
"183","familie",12,9,23,15,5,12
"184","foreign",12,8,11,4,8,10
"185","georgia",12,13,34,26,3,46
"186","immigration",12,19,19,23,6,7
"187","individual",12,6,11,9,2,9
"188","many",12,14,17,25,7,16
"189","member",12,13,13,22,11,29
"190","mitt",12,12,27,20,7,17
"191","month",12,16,30,36,3,24
"192","part",12,10,18,8,8,7
"193","planned",12,6,8,12,7,10
"194","without",12,24,23,16,3,15
"195","world",12,21,32,45,13,22
"196","ago",11,10,13,15,6,21
"197","come",11,17,21,17,4,13
"198","crime",11,16,17,19,7,21
"199","free",11,12,10,4,9,4
"200","got",11,13,19,26,8,9
"201","iraq",11,12,16,12,1,17
"202","level",11,7,12,24,4,13
"203","majority",11,15,19,20,3,9
"204","making",11,13,14,12,7,2
"205","mandate",11,8,6,7,3,4
"206","parenthood",11,6,8,9,6,9
"207","revenue",11,14,13,10,1,6
"208","term",11,8,16,16,6,20
"209","today",11,21,24,44,6,27
"210","wall",11,6,13,6,6,4
"211","back",10,11,19,19,8,16
"212","ban",10,9,13,7,6,7
"213","came",10,11,10,15,3,9
"214","company",10,6,6,9,6,8
"215","control",10,16,15,9,6,6
"216","david",10,10,6,14,5,3
"217","employer",10,5,5,4,1,4
"218","end",10,12,9,12,7,8
"219","ever",10,25,13,16,4,12
"220","iran",10,19,13,13,3,6
"221","men",10,5,11,9,2,6
"222","mexico",10,11,14,10,0,5
"223","north",10,4,6,12,2,1
"224","option",10,5,1,3,1,1
"225","oregon",10,13,8,18,1,15
"226","paul",10,14,16,7,1,10
"227","reduce",10,7,12,4,1,2
"228","reserve",10,5,3,6,2,4
"229","ronald",10,7,6,5,2,4
"230","ryan",10,13,15,8,1,7
"231","senator",10,10,15,9,2,19
"232","sex",10,7,10,8,4,4
"233","single",10,15,23,19,4,7
"234","top",10,7,23,23,1,24
"235","tried",10,5,7,4,4,4
"236","weve",10,14,26,25,3,18
"237","able",9,10,3,9,2,4
"238","attack",9,18,9,5,4,3
"239","attorney",9,7,6,4,2,5
"240","benghazi",9,6,1,1,1,1
"241","child",9,6,8,9,3,14
"242","deal",9,24,20,11,3,6
"243","force",9,9,15,14,9,10
"244","foundation",9,1,2,1,1,1
"245","gallon",9,7,3,8,2,4
"246","ir",9,7,7,3,4,2
"247","leader",9,7,12,3,6,5
"248","little",9,4,3,6,2,5
"249","nothing",9,12,6,2,8,5
"250","past",9,11,22,14,4,17
"251","patient",9,4,2,5,3,2
"252","power",9,2,11,9,6,10
"253","promised",9,5,3,2,1,4
"254","provide",9,9,4,12,3,5
"255","raising",9,5,17,4,5,3
"256","seven",9,7,12,13,3,14
"257","six",9,9,8,21,1,19
"258","special",9,6,8,7,5,1
"259","still",9,10,17,20,3,21
"260","third",9,12,15,20,1,12
"261","tuition",9,5,4,14,0,10
"262","affordable",8,12,9,10,3,3
"263","aid",8,8,5,12,3,5
"264","called",8,10,14,11,3,16
"265","climate",8,11,4,7,1,3
"266","combined",8,10,19,9,1,17
"267","congressman",8,9,7,6,4,2
"268","criminal",8,7,6,5,2,3
"269","data",8,7,2,5,2,0
"270","debate",8,8,8,3,5,3
"271","defense",8,4,7,18,3,5
"272","eight",8,9,19,11,2,7
"273","help",8,12,16,9,7,3
"274","hundred",8,6,12,6,1,5
"275","idea",8,7,5,3,1,2
"276","isi",8,12,7,4,4,4
"277","jim",8,8,6,2,1,5
"278","joe",8,5,9,5,3,3
"279","kill",8,4,7,2,5,5
"280","marco",8,3,7,8,4,8
"281","mayor",8,11,18,6,6,9
"282","millionaire",8,3,11,6,2,4
"283","old",8,9,11,4,3,6
"284","opposed",8,7,11,5,0,8
"285","pas",8,5,5,4,2,2
"286","place",8,9,12,7,7,3
"287","recent",8,10,9,15,7,2
"288","report",8,9,14,8,9,4
"289","rob",8,4,3,3,2,0
"290","saving",8,5,10,3,1,5
"291","sector",8,9,24,15,4,15
"292","see",8,10,8,12,1,5
"293","stand",8,5,7,1,3,3
"294","supreme",8,15,6,6,4,14
"295","taken",8,3,8,8,1,8
"296","trade",8,13,15,8,6,7
"297","w",8,7,6,8,1,5
"298","whether",8,22,7,9,3,4
"299","bargaining",7,3,3,2,2,3
"300","bipartisan",7,3,4,7,1,9
"301","call",7,7,9,4,4,5
"302","car",7,7,9,7,8,6
"303","charge",7,10,9,3,5,5
"304","death",7,3,9,8,4,17
"305","deciding",7,5,0,0,0,0
"306","deduction",7,1,1,1,2,2
"307","different",7,3,2,3,1,10
"308","doctor",7,14,1,5,4,7
"309","drilling",7,2,8,5,2,9
"310","email",7,7,4,5,1,1
"311","fee",7,3,5,3,5,4
"312","feingold",7,5,2,1,0,3
"313","former",7,8,13,4,5,8
"314","good",7,5,10,2,5,4
"315","held",7,1,4,4,1,3
"316","hispanic",7,3,9,5,0,10
"317","hospital",7,4,5,7,0,5
"318","island",7,14,15,18,7,23
"319","january",7,2,4,2,4,0
"320","kind",7,4,3,6,2,3
"321","led",7,7,9,6,4,8
"322","major",7,6,7,21,1,7
"323","medical",7,4,14,13,3,3
"324","order",7,5,6,4,6,4
"325","point",7,8,11,10,0,6
"326","policy",7,6,10,1,4,6
"327","politician",7,7,2,6,2,4
"328","poverty",7,4,13,20,0,5
"329","recall",7,3,2,0,1,5
"330","rhode",7,12,17,19,6,21
"331","rise",7,3,3,5,1,5
"332","second",7,17,12,19,3,9
"333","small",7,20,5,7,4,11
"334","teacher",7,15,13,12,1,7
"335","team",7,4,1,2,6,5
"336","thousand",7,8,17,5,7,8
"337","using",7,5,6,2,1,3
"338","yet",7,2,5,4,3,4
"339","zero",7,5,6,6,6,9
"340","action",6,4,8,10,3,5
"341","agreed",6,2,0,1,0,1
"342","allowed",6,7,13,11,1,7
"343","among",6,7,22,8,2,12
"344","amount",6,3,14,10,0,4
"345","bailout",6,2,9,2,0,2
"346","became",6,2,10,11,1,7
