"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","one",66,67,84,83,30,68
"16","billion",64,69,101,64,20,36
"17","voted",64,56,47,49,26,38
"18","cut",61,50,91,74,7,36
"19","plan",58,58,56,35,24,27
"20","said",58,53,58,50,41,44
"21","clinton",57,52,40,34,26,17
"22","u.",57,78,69,67,34,57
"23","law",56,70,69,47,25,48
"24","taxe",55,37,83,54,20,45
"25","obamacare",53,37,35,22,24,8
"26","time",52,53,91,75,15,65
"27","get",51,42,36,37,14,43
"28","government",50,79,59,40,32,38
"29","texa",50,46,78,63,19,56
"30","barack",49,83,53,31,46,29
"31","budget",49,76,54,68,10,37
"32","american",48,52,98,87,28,70
"33","school",47,39,69,52,19,39
"34","cost",46,43,56,49,12,20
"35","republican",46,63,75,82,24,45
"36","pay",44,39,51,52,17,52
"37","now",43,52,64,61,10,45
"38","hillary",42,33,29,24,24,10
"39","even",41,24,35,36,14,31
"40","security",40,31,32,17,18,18
"41","every",39,54,63,72,12,56
"42","democrat",38,36,38,22,13,25
"43","money",38,46,49,43,12,33
"44","office",38,26,34,36,13,33
"45","women",37,28,29,34,10,25
"46","america",35,30,32,34,15,26
"47","public",34,28,44,32,9,31
"48","senate",34,40,34,42,9,29
"49","social",34,29,25,12,9,16
"50","spending",34,16,40,38,10,31
"51","city",33,32,33,22,8,31
"52","dollar",33,21,49,42,12,27
"53","scott",33,50,38,20,21,14
"54","support",33,28,46,24,8,25
"55","vote",33,42,29,38,14,33
"56","wisconsin",33,68,36,38,30,28
"57","last",32,45,47,67,13,51
"58","medicare",32,38,40,18,14,10
"59","taxpayer",32,18,22,19,7,17
"60","make",30,16,23,31,18,13
"61","florida",29,34,51,45,9,31
"62","took",29,18,31,24,4,16
"63","administration",28,26,45,18,12,14
"64","first",28,37,30,43,11,46
"65","raise",28,26,28,20,8,8
"66","united",28,51,61,59,13,40
"67","country",27,52,56,64,17,59
"68","day",27,19,37,45,16,45
"69","fund",27,23,31,17,10,13
"70","going",27,34,25,18,16,14
"71","illegal",27,38,30,21,17,13
"72","like",27,23,22,17,14,16
"73","two",27,32,39,30,6,34
"74","worker",27,10,31,24,4,14
"75","can",26,27,37,35,17,28
"76","four",26,18,29,34,3,29
"77","rate",26,45,88,62,11,56
"78","bush",25,26,27,40,5,27
"79","congres",25,23,33,15,14,29
"80","right",25,47,43,33,11,21
"81","go",24,18,16,25,13,16
"82","gov",24,32,30,18,17,14
"83","house",24,40,23,39,13,26
"84","les",24,13,23,38,8,24
"85","program",24,20,30,34,14,22
"86","since",24,31,79,70,13,74
"87","know",23,16,13,13,7,17
"88","oil",23,16,32,34,2,21
"89","walker",23,37,22,8,12,7
"90","high",22,8,23,19,5,13
"91","immigrant",22,22,23,19,6,11
"92","paid",22,11,16,26,5,18
"93","passed",22,16,19,15,7,18
"94","romney",22,15,40,26,9,24
"95","student",22,19,27,40,4,14
"96","unemployment",22,24,40,26,7,19
"97","abortion",21,35,23,13,10,14
"98","governor",21,32,46,33,10,41
"99","national",21,24,24,34,14,32
"100","rep",21,17,13,4,23,8
"101","rick",21,24,34,20,12,11
"102","trump",21,23,30,38,11,22
"103","want",21,32,37,27,21,24
"104","actually",20,13,20,24,0,16
"105","clas",20,10,14,10,9,7
"106","county",20,24,24,31,9,23
"107","district",20,13,18,16,6,15
"108","income",20,28,30,38,7,35
"109","increase",20,35,41,28,16,21
"110","nation",20,35,23,42,5,41
"111","nearly",20,15,34,32,8,38
"112","sen",20,19,27,12,7,20
"113","take",20,26,11,19,12,15
"114","act",19,20,33,25,4,12
"115","debt",19,22,41,33,6,36
"116","dont",19,32,29,31,17,13
"117","education",19,16,34,31,7,20
"118","give",19,21,17,17,3,8
"119","just",19,33,47,30,11,32
"120","middle",19,10,16,15,9,8
"121","per",19,27,30,31,5,22
"122","stimulu",19,21,22,10,9,11
"123","supported",19,18,24,19,2,10
"124","system",19,14,21,25,6,18
"125","children",18,21,20,21,13,20
"126","history",18,20,30,27,5,22
"127","home",18,14,15,24,6,14
"128","almost",17,10,21,27,4,24
"129","department",17,12,13,22,9,18
"130","highest",17,13,25,35,3,28
"131","made",17,16,23,16,5,21
"132","private",17,19,31,19,11,19
"133","put",17,17,31,12,3,12
"134","that",17,12,20,17,11,10
"135","white",17,18,18,10,9,8
"136","already",16,11,14,9,4,8
"137","campaign",16,32,33,25,15,22
"138","college",16,12,28,32,3,17
"139","democratic",16,14,12,17,3,10
"140","donald",16,14,28,26,10,19
"141","economic",16,15,17,14,3,5
"142","election",16,23,24,17,7,25
"143","employee",16,22,20,18,2,19
"144","family",16,11,15,11,2,20
"145","group",16,13,9,3,7,4
"146","higher",16,13,23,17,2,20
"147","hour",16,8,18,15,3,9
"148","john",16,23,26,18,13,24
"149","military",16,8,16,12,9,17
"150","never",16,36,22,24,14,21
"151","there",16,8,15,12,6,6
"152","three",16,22,31,38,5,41
"153","work",16,24,37,19,9,10
"154","average",15,14,41,49,3,33
"155","deficit",15,16,28,23,1,7
"156","half",15,17,18,38,4,34
"157","medicaid",15,19,14,13,2,10
"158","party",15,18,16,28,5,15
"159","property",15,6,7,14,3,14
"160","service",15,10,18,12,6,10
"161","show",15,14,12,13,9,9
"162","u",15,14,16,10,6,10
"163","used",15,12,13,17,2,17
"164","veteran",15,9,11,5,5,13
"165","austin",14,9,13,11,9,10
"166","away",14,19,11,8,6,8
"167","benefit",14,18,21,11,2,10
"168","busines",14,21,13,15,3,13
"169","economy",14,19,30,20,10,15
"170","growth",14,12,13,12,2,15
"171","increased",14,4,22,8,4,11
"172","keep",14,10,13,6,5,9
"173","mccain",14,13,15,19,5,33
"174","number",14,31,27,30,9,30
"175","policie",14,6,6,3,5,4
"176","price",14,10,9,6,4,4
"177","proposed",14,20,19,15,3,18
"178","reagan",14,9,7,8,4,7
"179","real",14,4,7,4,5,3
"180","senior",14,13,11,5,6,6
"181","stop",14,9,5,2,3,6
"182","trillion",14,19,30,22,1,16
"183","wage",14,11,25,31,2,17
"184","went",14,15,23,13,4,11
"185","allow",13,11,9,12,6,6
"186","border",13,13,19,13,18,6
"187","china",13,10,13,13,16,6
"188","create",13,10,13,4,5,4
"189","didnt",13,14,9,9,6,10
"190","far",13,5,9,13,4,6
"191","five",13,19,26,28,8,19
"192","funding",13,16,28,30,7,13
"193","including",13,10,11,12,5,7
"194","legislation",13,12,17,9,8,15
"195","line",13,6,6,7,0,9
"196","lost",13,16,34,21,11,12
"197","much",13,24,9,22,3,8
"198","need",13,6,11,9,5,10
"199","perry",13,10,18,10,6,7
"200","reform",13,19,20,22,9,10
"201","run",13,8,10,10,3,3
"202","spend",13,12,17,23,5,23
"203","thing",13,12,11,5,0,10
"204","virginia",13,20,11,13,7,14
"205","companie",12,18,23,22,2,12
"206","created",12,14,37,21,12,10
"207","familie",12,9,23,15,5,12
"208","foreign",12,8,11,4,8,10
"209","georgia",12,13,34,26,3,46
"210","immigration",12,19,19,23,6,7
"211","individual",12,6,11,9,2,9
"212","many",12,14,17,25,7,16
"213","member",12,13,13,22,11,29
"214","mitt",12,12,27,20,7,17
"215","month",12,16,30,36,3,24
"216","next",12,7,13,11,3,10
"217","part",12,10,18,8,8,7
"218","planned",12,6,8,12,7,10
"219","union",12,13,12,18,9,12
"220","use",12,17,13,18,11,16
"221","without",12,24,23,16,3,15
"222","world",12,21,32,45,13,22
"223","ago",11,10,13,15,6,21
"224","come",11,17,21,17,4,13
"225","congressional",11,12,10,8,3,5
"226","coverage",11,15,8,14,7,9
"227","crime",11,16,17,19,7,21
"228","fight",11,5,4,4,0,2
"229","free",11,12,10,4,9,4
"230","ga",11,13,26,13,5,12
"231","got",11,13,19,26,8,9
"232","iraq",11,12,16,12,1,17
"233","level",11,7,12,24,4,13
"234","majority",11,15,19,20,3,9
"235","making",11,13,14,12,7,2
"236","mandate",11,8,6,7,3,4
"237","parenthood",11,6,8,9,6,9
"238","record",11,15,22,15,9,19
"239","revenue",11,14,13,10,1,6
"240","spent",11,17,17,22,6,20
"241","street",11,6,13,8,5,8
"242","term",11,8,16,16,6,20
"243","today",11,21,24,44,6,27
"244","wall",11,6,13,6,6,4
"245","back",10,11,19,19,8,16
"246","ban",10,9,13,7,6,7
"247","bank",10,5,11,8,4,5
"248","big",10,8,13,12,6,6
"249","came",10,11,10,15,3,9
"250","cant",10,14,8,7,2,8
"251","company",10,6,6,9,6,8
"252","control",10,16,15,9,6,6
"253","david",10,10,6,14,5,3
"254","doesnt",10,10,13,10,4,5
"255","employer",10,5,5,4,1,4
"256","end",10,12,9,12,7,8
"257","ever",10,25,13,16,4,12
"258","iran",10,19,13,13,3,6
"259","men",10,5,11,9,2,6
"260","mexico",10,11,14,10,0,5
"261","north",10,4,6,12,2,1
"262","option",10,5,1,3,1,1
"263","oregon",10,13,8,18,1,15
"264","paul",10,14,16,7,1,10
"265","poll",10,9,13,16,4,7
"266","project",10,12,12,8,2,7
"267","proposal",10,9,11,8,2,10
"268","reduce",10,7,12,4,1,2
"269","reserve",10,5,3,6,2,4
"270","ronald",10,7,6,5,2,4
"271","ryan",10,13,15,8,1,7
"272","senator",10,10,15,9,2,19
"273","sex",10,7,10,8,4,4
"274","single",10,15,23,19,4,7
"275","top",10,7,23,23,1,24
"276","tried",10,5,7,4,4,4
"277","voting",10,12,12,15,8,12
"278","war",10,15,23,13,6,17
"279","weve",10,14,26,25,3,18
"280","york",10,11,7,12,2,10
"281","able",9,10,3,9,2,4
"282","amendment",9,15,17,10,2,10
"283","attack",9,18,9,5,4,3
"284","attorney",9,7,6,4,2,5
"285","benghazi",9,6,1,1,1,1
"286","birth",9,7,7,3,2,4
"287","break",9,8,13,10,1,4
"288","child",9,6,8,9,3,14
"289","deal",9,24,20,11,3,6
"290","force",9,9,15,14,9,10
"291","foundation",9,1,2,1,1,1
"292","gallon",9,7,3,8,2,4
"293","general",9,13,12,8,4,15
"294","ir",9,7,7,3,4,2
"295","killed",9,5,11,9,6,8
"296","leader",9,7,12,3,6,5
"297","little",9,4,3,6,2,5
"298","nothing",9,12,6,2,8,5
"299","past",9,11,22,14,4,17
"300","patient",9,4,2,5,3,2
"301","power",9,2,11,9,6,10
"302","promised",9,5,3,2,1,4
"303","provide",9,9,4,12,3,5
"304","raised",9,13,16,15,2,13
"305","raising",9,5,17,4,5,3
"306","rubio",9,5,8,10,4,9
"307","seven",9,7,12,13,3,14
"308","signed",9,5,10,5,3,5
"309","six",9,9,8,21,1,19
"310","special",9,6,8,7,5,1
"311","still",9,10,17,20,3,21
"312","third",9,12,15,20,1,12
"313","tuition",9,5,4,14,0,10
"314","affordable",8,12,9,10,3,3
"315","aid",8,8,5,12,3,5
"316","called",8,10,14,11,3,16
"317","clear",8,1,1,2,1,2
"318","climate",8,11,4,7,1,3
"319","combined",8,10,19,9,1,17
"320","congressman",8,9,7,6,4,2
"321","credit",8,9,6,9,4,9
"322","criminal",8,7,6,5,2,3
"323","data",8,7,2,5,2,0
"324","debate",8,8,8,3,5,3
"325","defense",8,4,7,18,3,5
"326","eight",8,9,19,11,2,7
"327","energy",8,15,14,7,5,8
"328","help",8,12,16,9,7,3
"329","hundred",8,6,12,6,1,5
"330","idea",8,7,5,3,1,2
"331","isi",8,12,7,4,4,4
"332","jim",8,8,6,2,1,5
"333","joe",8,5,9,5,3,3
"334","kill",8,4,7,2,5,5
"335","marco",8,3,7,8,4,8
"336","mark",8,2,4,4,3,2
"337","marriage",8,9,5,12,2,8
"338","mayor",8,11,18,6,6,9
"339","millionaire",8,3,11,6,2,4
"340","old",8,9,11,4,3,6
"341","opposed",8,7,11,5,0,8
"342","pas",8,5,5,4,2,2
"343","place",8,9,12,7,7,3
"344","recent",8,10,9,15,7,2
"345","report",8,9,14,8,9,4
"346","require",8,11,7,3,5,4
