"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","people",81,84,106,115,39,57
"11","job",80,110,149,98,38,74
"12","million",80,78,141,117,35,78
"13","bill",70,74,75,59,30,52
"14","billion",64,69,101,64,20,36
"15","voted",64,56,47,49,26,38
"16","cut",61,50,91,74,7,36
"17","plan",58,58,56,35,24,27
"18","said",58,53,58,50,41,44
"19","clinton",57,52,40,34,26,17
"20","u.",57,78,69,67,34,57
"21","taxe",55,37,83,54,20,45
"22","obamacare",53,37,35,22,24,8
"23","time",52,53,91,75,15,65
"24","get",51,42,36,37,14,43
"25","government",50,79,59,40,32,38
"26","texa",50,46,78,63,19,56
"27","barack",49,83,53,31,46,29
"28","budget",49,76,54,68,10,37
"29","american",48,52,98,87,28,70
"30","school",47,39,69,52,19,39
"31","cost",46,43,56,49,12,20
"32","republican",46,63,75,82,24,45
"33","now",43,52,64,61,10,45
"34","hillary",42,33,29,24,24,10
"35","security",40,31,32,17,18,18
"36","every",39,54,63,72,12,56
"37","america",35,30,32,34,15,26
"38","social",34,29,25,12,9,16
"39","spending",34,16,40,38,10,31
"40","dollar",33,21,49,42,12,27
"41","scott",33,50,38,20,21,14
"42","support",33,28,46,24,8,25
"43","vote",33,42,29,38,14,33
"44","wisconsin",33,68,36,38,30,28
"45","last",32,45,47,67,13,51
"46","medicare",32,38,40,18,14,10
"47","taxpayer",32,18,22,19,7,17
"48","administration",28,26,45,18,12,14
"49","first",28,37,30,43,11,46
"50","country",27,52,56,64,17,59
"51","day",27,19,37,45,16,45
"52","illegal",27,38,30,21,17,13
"53","worker",27,10,31,24,4,14
"54","can",26,27,37,35,17,28
"55","four",26,18,29,34,3,29
"56","rate",26,45,88,62,11,56
"57","bush",25,26,27,40,5,27
"58","congres",25,23,33,15,14,29
"59","right",25,47,43,33,11,21
"60","gov",24,32,30,18,17,14
"61","house",24,40,23,39,13,26
"62","les",24,13,23,38,8,24
"63","since",24,31,79,70,13,74
"64","know",23,16,13,13,7,17
"65","oil",23,16,32,34,2,21
"66","walker",23,37,22,8,12,7
"67","high",22,8,23,19,5,13
"68","paid",22,11,16,26,5,18
"69","romney",22,15,40,26,9,24
"70","student",22,19,27,40,4,14
"71","unemployment",22,24,40,26,7,19
"72","abortion",21,35,23,13,10,14
"73","governor",21,32,46,33,10,41
"74","rep",21,17,13,4,23,8
"75","rick",21,24,34,20,12,11
"76","want",21,32,37,27,21,24
"77","actually",20,13,20,24,0,16
"78","increase",20,35,41,28,16,21
"79","nation",20,35,23,42,5,41
"80","nearly",20,15,34,32,8,38
"81","sen",20,19,27,12,7,20
"82","act",19,20,33,25,4,12
"83","debt",19,22,41,33,6,36
"84","give",19,21,17,17,3,8
"85","per",19,27,30,31,5,22
"86","almost",17,10,21,27,4,24
"87","highest",17,13,25,35,3,28
"88","put",17,17,31,12,3,12
"89","white",17,18,18,10,9,8
"90","college",16,12,28,32,3,17
"91","donald",16,14,28,26,10,19
"92","family",16,11,15,11,2,20
"93","group",16,13,9,3,7,4
"94","never",16,36,22,24,14,21
"95","three",16,22,31,38,5,41
"96","work",16,24,37,19,9,10
"97","average",15,14,41,49,3,33
"98","deficit",15,16,28,23,1,7
"99","half",15,17,18,38,4,34
"100","u",15,14,16,10,6,10
"101","busines",14,21,13,15,3,13
"102","increased",14,4,22,8,4,11
"103","mccain",14,13,15,19,5,33
"104","policie",14,6,6,3,5,4
"105","real",14,4,7,4,5,3
"106","stop",14,9,5,2,3,6
"107","trillion",14,19,30,22,1,16
"108","wage",14,11,25,31,2,17
"109","border",13,13,19,13,18,6
"110","china",13,10,13,13,16,6
"111","create",13,10,13,4,5,4
"112","five",13,19,26,28,8,19
"113","funding",13,16,28,30,7,13
"114","lost",13,16,34,21,11,12
"115","much",13,24,9,22,3,8
"116","spend",13,12,17,23,5,23
"117","thing",13,12,11,5,0,10
"118","created",12,14,37,21,12,10
"119","georgia",12,13,34,26,3,46
"120","member",12,13,13,22,11,29
"121","mitt",12,12,27,20,7,17
"122","month",12,16,30,36,3,24
"123","world",12,21,32,45,13,22
"124","ago",11,10,13,15,6,21
"125","crime",11,16,17,19,7,21
"126","free",11,12,10,4,9,4
"127","got",11,13,19,26,8,9
"128","level",11,7,12,24,4,13
"129","making",11,13,14,12,7,2
"130","mandate",11,8,6,7,3,4
"131","term",11,8,16,16,6,20
"132","today",11,21,24,44,6,27
"133","ban",10,9,13,7,6,7
"134","employer",10,5,5,4,1,4
"135","end",10,12,9,12,7,8
"136","ever",10,25,13,16,4,12
"137","north",10,4,6,12,2,1
"138","option",10,5,1,3,1,1
"139","reduce",10,7,12,4,1,2
"140","reserve",10,5,3,6,2,4
"141","senator",10,10,15,9,2,19
"142","top",10,7,23,23,1,24
"143","able",9,10,3,9,2,4
"144","attack",9,18,9,5,4,3
"145","benghazi",9,6,1,1,1,1
"146","deal",9,24,20,11,3,6
"147","foundation",9,1,2,1,1,1
"148","nothing",9,12,6,2,8,5
"149","patient",9,4,2,5,3,2
"150","power",9,2,11,9,6,10
"151","promised",9,5,3,2,1,4
"152","provide",9,9,4,12,3,5
"153","raising",9,5,17,4,5,3
"154","six",9,9,8,21,1,19
"155","still",9,10,17,20,3,21
"156","third",9,12,15,20,1,12
"157","tuition",9,5,4,14,0,10
"158","defense",8,4,7,18,3,5
"159","help",8,12,16,9,7,3
"160","isi",8,12,7,4,4,4
"161","mayor",8,11,18,6,6,9
"162","place",8,9,12,7,7,3
"163","recent",8,10,9,15,7,2
"164","report",8,9,14,8,9,4
"165","rob",8,4,3,3,2,0
"166","see",8,10,8,12,1,5
"167","w",8,7,6,8,1,5
"168","whether",8,22,7,9,3,4
"169","bargaining",7,3,3,2,2,3
"170","call",7,7,9,4,4,5
"171","car",7,7,9,7,8,6
"172","death",7,3,9,8,4,17
"173","deciding",7,5,0,0,0,0
"174","deduction",7,1,1,1,2,2
"175","different",7,3,2,3,1,10
"176","doctor",7,14,1,5,4,7
"177","former",7,8,13,4,5,8
"178","hispanic",7,3,9,5,0,10
"179","island",7,14,15,18,7,23
"180","january",7,2,4,2,4,0
"181","led",7,7,9,6,4,8
"182","major",7,6,7,21,1,7
"183","order",7,5,6,4,6,4
"184","point",7,8,11,10,0,6
"185","poverty",7,4,13,20,0,5
"186","recall",7,3,2,0,1,5
"187","rhode",7,12,17,19,6,21
"188","small",7,20,5,7,4,11
"189","team",7,4,1,2,6,5
"190","thousand",7,8,17,5,7,8
"191","agreed",6,2,0,1,0,1
"192","among",6,7,22,8,2,12
"193","amount",6,3,14,10,0,4
"194","bailout",6,2,9,2,0,2
"195","became",6,2,10,11,1,7
"196","businesse",6,22,10,16,4,10
"197","cast",6,4,1,3,0,1
"198","cause",6,6,4,2,2,4
"199","cent",6,7,2,9,2,8
"200","creation",6,6,15,5,3,2
"201","cruz",6,5,3,2,6,4
"202","decade",6,5,17,20,1,13
"203","drop",6,5,7,2,1,2
"204","fought",6,2,3,2,0,3
"205","gone",6,6,20,8,1,8
"206","he",6,5,13,4,3,5
"207","jeb",6,2,0,9,0,2
"208","jersey",6,17,9,16,2,18
"209","labor",6,9,2,8,1,4
"210","let",6,7,9,5,7,4
"211","list",6,2,4,2,1,3
"212","murphy",6,4,0,2,1,0
"213","muslim",6,12,1,5,14,4
"214","ohio",6,17,23,26,14,22
"215","portman",6,3,3,3,0,0
"216","protect",6,7,7,3,1,1
"217","sink",6,2,3,5,0,0
"218","taking",6,3,10,12,1,3
"219","well",6,12,4,2,3,10
"220","ability",5,3,1,4,0,0
"221","book",5,2,2,1,5,5
"222","brown",5,7,9,6,7,5
"223","claim",5,7,5,3,3,11
"224","commission",5,11,1,2,0,3
"225","cuccinelli",5,1,1,0,2,0
"226","delay",5,0,1,0,1,0
"227","easier",5,3,2,1,0,0
"228","fact",5,10,15,5,7,13
"229","food",5,4,10,14,10,10
"230","forcing",5,1,0,0,0,0
"231","holding",5,3,1,1,3,0
"232","id",5,5,3,5,2,6
"233","immediately",5,2,3,1,0,1
"234","key",5,0,2,0,1,3
"235","lane",5,1,1,2,1,1
"236","low",5,4,12,10,1,5
"237","lower",5,6,14,13,1,7
"238","may",5,4,4,4,7,2
"239","minimum",5,9,14,22,1,9
"240","nafta",5,3,2,0,0,0
"241","product",5,2,5,8,1,8
"242","rank",5,4,10,9,0,7
"243","rape",5,4,15,7,6,3
"244","research",5,6,3,11,0,0
"245","return",5,11,5,3,2,2
"246","sign",5,6,6,3,5,1
"247","someone",5,0,3,4,1,6
"248","sponsored",5,5,1,3,5,4
"249","started",5,5,13,3,4,4
"250","violence",5,3,2,10,2,11
"251","ad",4,5,6,4,4,3
"252","african",4,5,9,7,5,15
"253","bad",4,3,1,2,3,0
"254","betty",4,2,0,0,1,0
"255","bp",4,0,4,3,1,0
"256","build",4,8,5,6,1,4
"257","canada",4,0,2,1,0,1
"258","constitution",4,4,6,1,6,3
"259","countrie",4,3,21,19,2,10
"260","disabled",4,1,0,3,1,0
"261","door",4,1,1,0,1,1
"262","everybody",4,9,2,2,1,2
"263","facing",4,1,1,3,0,0
"264","faith",4,0,1,1,0,0
"265","found",4,8,11,6,7,4
"266","head",4,3,1,4,3,2
"267","jack",4,1,0,1,1,1
"268","k",4,4,7,4,1,1
"269","known",4,0,2,2,0,3
"270","living",4,1,7,8,2,8
"271","love",4,1,0,1,1,0
"272","nine",4,4,2,8,1,6
"273","prayer",4,3,1,0,3,1
"274","pre",4,2,4,4,1,2
"275","reason",4,3,6,5,4,0
"276","representative",4,7,2,5,0,12
"277","resident",4,7,6,5,5,11
"278","respect",4,0,1,1,0,0
"279","ruled",4,0,2,0,0,1
"280","russian",4,0,1,2,1,1
"281","safe",4,0,3,2,1,2
"282","secretary",4,14,7,10,3,6
"283","seen",4,9,10,14,1,2
"284","start",4,2,6,6,1,3
"285","step",4,3,4,4,0,0
"286","sutton",4,1,0,0,1,0
"287","target",4,2,1,0,0,1
"288","tell",4,7,5,1,4,3
"289","tonight",4,1,0,0,0,0
"290","uranium",4,0,0,0,1,0
"291","wendy",4,1,1,0,3,0
"292","worst",4,5,12,14,1,7
"293","wouldnt",4,1,1,0,2,2
"294","addres",3,3,1,7,0,4
"295","addressed",3,0,0,0,0,0
"296","age",3,7,5,9,3,5
"297","agencie",3,4,3,2,1,7
"298","amnesty",3,5,5,4,6,1
"299","ann",3,0,1,1,0,0
"300","beating",3,1,0,0,1,0
"301","bid",3,0,1,0,0,0
"302","braley",3,0,1,1,0,0
"303","capitol",3,2,1,2,5,2
"304","clinic",3,0,0,1,1,0
"305","coffman",3,0,0,1,0,0
"306","committee",3,3,9,9,1,7
"307","contribution",3,14,6,4,1,7
"308","cornille",3,1,0,0,1,0
"309","corridor",3,0,0,1,0,0
"310","d",3,2,4,4,3,2
"311","dan",3,5,4,1,3,2
"312","destroy",3,3,2,1,1,0
"313","doyle",3,1,0,1,0,0
"314","earn",3,1,3,11,1,2
"315","entire",3,9,8,12,3,18
"316","epa",3,3,0,2,3,2
"317","extreme",3,0,0,3,0,0
"318","eye",3,0,1,0,1,0
"319","film",3,0,5,0,0,0
"320","fleet",3,0,0,0,0,0
"321","fraud",3,5,7,6,6,7
"322","funneled",3,0,1,0,0,0
"323","gonna",3,0,0,0,0,0
"324","guinta",3,0,0,0,0,0
"325","historically",3,0,2,0,0,5
"326","housing",3,2,9,5,1,0
"327","input",3,1,0,0,0,0
"328","insider",3,0,0,1,0,1
"329","jail",3,6,4,4,4,1
"330","joined",3,1,1,0,3,1
"331","kander",3,1,0,0,0,0
"332","king",3,3,4,2,2,2
"333","kitzhaber",3,1,1,0,0,0
"334","kuster",3,0,0,0,0,0
"335","loophole",3,1,5,5,0,8
"336","marwig",3,0,0,0,0,0
"337","mention",3,1,1,0,0,1
"338","obrien",3,0,0,0,0,0
"339","online",3,1,1,6,1,1
"340","overhaul",3,1,0,0,0,0
"341","owner",3,4,4,2,3,1
"342","paperwork",3,0,0,0,0,0
"343","passe",3,3,1,0,1,1
