"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","people",81,84,106,115,39,57
"11","job",80,110,149,98,38,74
"12","million",80,78,141,117,35,78
"13","bill",70,74,75,59,30,52
"14","billion",64,69,101,64,20,36
"15","voted",64,56,47,49,26,38
"16","plan",58,58,56,35,24,27
"17","said",58,53,58,50,41,44
"18","clinton",57,52,40,34,26,17
"19","u.",57,78,69,67,34,57
"20","obamacare",53,37,35,22,24,8
"21","government",50,79,59,40,32,38
"22","barack",49,83,53,31,46,29
"23","american",48,52,98,87,28,70
"24","cost",46,43,56,49,12,20
"25","hillary",42,33,29,24,24,10
"26","security",40,31,32,17,18,18
"27","america",35,30,32,34,15,26
"28","social",34,29,25,12,9,16
"29","spending",34,16,40,38,10,31
"30","scott",33,50,38,20,21,14
"31","wisconsin",33,68,36,38,30,28
"32","last",32,45,47,67,13,51
"33","medicare",32,38,40,18,14,10
"34","taxpayer",32,18,22,19,7,17
"35","administration",28,26,45,18,12,14
"36","first",28,37,30,43,11,46
"37","country",27,52,56,64,17,59
"38","day",27,19,37,45,16,45
"39","worker",27,10,31,24,4,14
"40","rate",26,45,88,62,11,56
"41","bush",25,26,27,40,5,27
"42","congres",25,23,33,15,14,29
"43","gov",24,32,30,18,17,14
"44","since",24,31,79,70,13,74
"45","know",23,16,13,13,7,17
"46","walker",23,37,22,8,12,7
"47","high",22,8,23,19,5,13
"48","romney",22,15,40,26,9,24
"49","student",22,19,27,40,4,14
"50","rick",21,24,34,20,12,11
"51","nation",20,35,23,42,5,41
"52","nearly",20,15,34,32,8,38
"53","per",19,27,30,31,5,22
"54","highest",17,13,25,35,3,28
"55","put",17,17,31,12,3,12
"56","college",16,12,28,32,3,17
"57","group",16,13,9,3,7,4
"58","three",16,22,31,38,5,41
"59","work",16,24,37,19,9,10
"60","average",15,14,41,49,3,33
"61","half",15,17,18,38,4,34
"62","u",15,14,16,10,6,10
"63","mccain",14,13,15,19,5,33
"64","policie",14,6,6,3,5,4
"65","stop",14,9,5,2,3,6
"66","wage",14,11,25,31,2,17
"67","border",13,13,19,13,18,6
"68","china",13,10,13,13,16,6
"69","create",13,10,13,4,5,4
"70","lost",13,16,34,21,11,12
"71","spend",13,12,17,23,5,23
"72","created",12,14,37,21,12,10
"73","georgia",12,13,34,26,3,46
"74","member",12,13,13,22,11,29
"75","mitt",12,12,27,20,7,17
"76","world",12,21,32,45,13,22
"77","ago",11,10,13,15,6,21
"78","level",11,7,12,24,4,13
"79","term",11,8,16,16,6,20
"80","today",11,21,24,44,6,27
"81","employer",10,5,5,4,1,4
"82","option",10,5,1,3,1,1
"83","senator",10,10,15,9,2,19
"84","able",9,10,3,9,2,4
"85","benghazi",9,6,1,1,1,1
"86","foundation",9,1,2,1,1,1
"87","nothing",9,12,6,2,8,5
"88","patient",9,4,2,5,3,2
"89","promised",9,5,3,2,1,4
"90","six",9,9,8,21,1,19
"91","defense",8,4,7,18,3,5
"92","isi",8,12,7,4,4,4
"93","recent",8,10,9,15,7,2
"94","whether",8,22,7,9,3,4
"95","call",7,7,9,4,4,5
"96","car",7,7,9,7,8,6
"97","deciding",7,5,0,0,0,0
"98","deduction",7,1,1,1,2,2
"99","different",7,3,2,3,1,10
"100","doctor",7,14,1,5,4,7
"101","island",7,14,15,18,7,23
"102","major",7,6,7,21,1,7
"103","order",7,5,6,4,6,4
"104","poverty",7,4,13,20,0,5
"105","recall",7,3,2,0,1,5
"106","agreed",6,2,0,1,0,1
"107","among",6,7,22,8,2,12
"108","bailout",6,2,9,2,0,2
"109","cent",6,7,2,9,2,8
"110","creation",6,6,15,5,3,2
"111","decade",6,5,17,20,1,13
"112","jeb",6,2,0,9,0,2
"113","jersey",6,17,9,16,2,18
"114","muslim",6,12,1,5,14,4
"115","ohio",6,17,23,26,14,22
"116","book",5,2,2,1,5,5
"117","commission",5,11,1,2,0,3
"118","cuccinelli",5,1,1,0,2,0
"119","easier",5,3,2,1,0,0
"120","forcing",5,1,0,0,0,0
"121","holding",5,3,1,1,3,0
"122","id",5,5,3,5,2,6
"123","lane",5,1,1,2,1,1
"124","low",5,4,12,10,1,5
"125","minimum",5,9,14,22,1,9
"126","nafta",5,3,2,0,0,0
"127","rank",5,4,10,9,0,7
"128","violence",5,3,2,10,2,11
"129","african",4,5,9,7,5,15
"130","betty",4,2,0,0,1,0
"131","build",4,8,5,6,1,4
"132","canada",4,0,2,1,0,1
"133","countrie",4,3,21,19,2,10
"134","everybody",4,9,2,2,1,2
"135","faith",4,0,1,1,0,0
"136","k",4,4,7,4,1,1
"137","known",4,0,2,2,0,3
"138","pre",4,2,4,4,1,2
"139","representative",4,7,2,5,0,12
"140","resident",4,7,6,5,5,11
"141","respect",4,0,1,1,0,0
"142","ruled",4,0,2,0,0,1
"143","seen",4,9,10,14,1,2
"144","sutton",4,1,0,0,1,0
"145","target",4,2,1,0,0,1
"146","tonight",4,1,0,0,0,0
"147","uranium",4,0,0,0,1,0
"148","addressed",3,0,0,0,0,0
"149","age",3,7,5,9,3,5
"150","beating",3,1,0,0,1,0
"151","bid",3,0,1,0,0,0
"152","braley",3,0,1,1,0,0
"153","capitol",3,2,1,2,5,2
"154","clinic",3,0,0,1,1,0
"155","coffman",3,0,0,1,0,0
"156","cornille",3,1,0,0,1,0
"157","corridor",3,0,0,1,0,0
"158","d",3,2,4,4,3,2
"159","destroy",3,3,2,1,1,0
"160","doyle",3,1,0,1,0,0
"161","earn",3,1,3,11,1,2
"162","entire",3,9,8,12,3,18
"163","extreme",3,0,0,3,0,0
"164","eye",3,0,1,0,1,0
"165","fleet",3,0,0,0,0,0
"166","funneled",3,0,1,0,0,0
"167","gonna",3,0,0,0,0,0
"168","guinta",3,0,0,0,0,0
"169","historically",3,0,2,0,0,5
"170","housing",3,2,9,5,1,0
"171","insider",3,0,0,1,0,1
"172","kander",3,1,0,0,0,0
"173","king",3,3,4,2,2,2
"174","kitzhaber",3,1,1,0,0,0
"175","kuster",3,0,0,0,0,0
"176","loophole",3,1,5,5,0,8
"177","mention",3,1,1,0,0,1
"178","obrien",3,0,0,0,0,0
"179","overhaul",3,1,0,0,0,0
"180","paperwork",3,0,0,0,0,0
"181","pres",3,1,1,4,2,3
"182","previou",3,1,3,4,1,9
"183","privatization",3,1,1,0,0,0
"184","proven",3,1,0,1,0,0
"185","regarding",3,0,0,0,1,0
"186","relocate",3,0,1,0,0,0
"187","scheme",3,8,2,0,0,0
"188","simpson",3,0,0,0,1,0
"189","size",3,2,6,4,4,9
"190","spike",3,0,0,0,0,0
"191","staffer",3,0,1,0,0,1
"192","stephen",3,1,0,0,1,0
"193","temperature",3,1,0,0,0,1
"194","tim",3,3,6,3,3,2
"195","voucher",3,2,3,7,1,0
"196","al",2,1,7,3,2,3
"197","algebra",2,0,0,0,0,0
"198","ambassador",2,0,1,0,3,0
"199","annual",2,3,3,3,0,10
"200","athlete",2,0,0,0,0,0
"201","barrow",2,0,1,0,1,0
"202","bathroom",2,1,0,0,3,0
"203","blamed",2,0,0,0,0,0
"204","body",2,4,0,0,2,2
"205","bond",2,4,13,1,0,1
"206","bowle",2,0,0,0,0,0
"207","broke",2,7,2,2,3,4
"208","building",2,14,8,3,0,5
"209","buse",2,0,1,1,0,1
"210","church",2,3,0,1,1,1
"211","considering",2,0,0,0,3,0
"212","deleted",2,0,1,0,3,0
"213","discussing",2,0,0,0,0,0
"214","ditch",2,0,0,0,0,0
"215","diversity",2,0,0,0,0,0
"216","early",2,4,4,8,3,7
"217","earner",2,2,0,1,0,5
"218","edition",2,0,0,0,0,0
"219","enjoyed",2,0,0,0,0,0
"220","enough",2,3,6,8,1,11
"221","equal",2,5,3,8,1,3
"222","equally",2,0,0,0,0,0
"223","eric",2,4,8,2,2,1
"224","exempting",2,0,0,0,0,0
"225","extremism",2,0,0,0,0,0
"226","fetu",2,0,0,0,0,0
"227","fire",2,2,5,10,7,6
"228","future",2,3,8,2,0,2
"229","guardsmen",2,0,0,0,0,0
"230","hezbollah",2,0,0,0,0,0
"231","howard",2,0,0,0,0,0
"232","instability",2,0,0,0,0,0
"233","instituting",2,0,0,0,0,0
"234","liberia",2,0,0,0,0,0
"235","limousine",2,0,0,0,0,0
"236","lowering",2,0,0,0,0,0
"237","machine",2,0,0,5,2,1
"238","manufacturing",2,1,11,5,0,2
"239","mas",2,3,9,2,1,3
"240","mclane",2,0,0,0,0,0
"241","mill",2,1,0,0,0,3
"242","mortality",2,0,6,1,0,2
"243","nationally",2,0,7,7,0,0
"244","other",2,2,2,0,0,2
"245","paperback",2,0,0,0,0,0
"246","parrish",2,0,0,0,0,0
"247","participating",2,0,0,0,0,0
"248","pen",2,0,0,0,0,1
"249","period",2,1,4,7,0,2
"250","phone",2,3,2,7,1,4
"251","prep",2,0,1,0,0,0
"252","prohibiting",2,0,0,0,0,0
"253","protester",2,3,1,0,6,2
"254","raid",2,1,0,1,2,0
"255","re",2,3,4,3,1,4
"256","rich",2,2,1,7,0,2
"257","screwdriver",2,0,0,0,0,0
"258","she",2,4,0,1,2,0
"259","strangulation",2,0,0,0,0,0
"260","takeover",2,3,0,0,4,1
"261","talk",2,5,1,2,2,2
"262","treat",2,1,2,0,0,0
"263","try",2,1,2,3,0,0
"264","udall",2,0,0,0,0,0
"265","uninsured",2,1,3,4,1,8
"266","urged",2,0,0,0,0,0
"267","weakened",2,0,0,0,0,0
"268","abolish",1,3,1,0,0,1
"269","absorb",1,0,0,0,0,0
"270","abuse",1,3,1,1,0,6
"271","advisory",1,1,0,0,3,0
"272","ag",1,0,0,1,0,0
"273","analysi",1,0,3,0,0,0
"274","answer",1,1,1,3,3,0
"275","apology",1,0,0,0,3,0
"276","ben",1,1,1,0,0,0
"277","bigger",1,1,1,1,1,5
"278","carve",1,0,0,0,0,0
"279","casting",1,0,0,0,0,0
"280","celebrate",1,1,0,1,1,0
"281","clothing",1,0,3,0,0,0
"282","compensation",1,0,0,0,1,4
"283","consecutive",1,4,2,1,0,5
"284","cooper",1,0,1,0,0,0
"285","count",1,1,2,5,1,3
"286","countie",1,3,0,6,0,8
"287","da",1,0,0,0,0,0
"288","dating",1,0,1,3,0,0
"289","degrade",1,0,0,0,0,0
"290","dekalb",1,0,1,5,0,1
"291","differ",1,0,0,0,0,0
"292","du",1,1,0,0,0,0
"293","ed",1,0,1,2,2,1
"294","ending",1,1,2,1,1,2
"295","enrich",1,0,0,0,0,0
"296","face",1,5,3,0,8,0
"297","fancy",1,0,3,0,0,0
"298","filed",1,0,0,1,3,1
"299","finish",1,1,0,3,0,0
"300","fiorina",1,0,0,3,0,0
"301","fiscal",1,5,12,4,1,4
"302","form",1,8,4,3,1,1
"303","fortune",1,0,2,4,0,0
"304","forty",1,2,1,9,1,4
"305","gros",1,1,1,2,1,5
"306","h",1,0,0,0,0,0
"307","harvey",1,0,0,0,2,0
"308","hill",1,2,0,0,0,0
"309","hole",1,0,3,0,0,1
"310","hussein",1,1,0,0,4,1
"311","insured",1,0,0,0,1,2
"312","jackson",1,0,0,0,2,0
"313","junket",1,0,0,0,3,0
"314","lac",1,1,0,0,0,0
"315","loading",1,0,0,0,0,0
"316","mandatory",1,0,1,3,4,2
"317","mexican",1,3,4,2,6,3
"318","near",1,3,7,3,0,5
"319","nixon",1,0,0,1,0,3
"320","offend",1,0,0,0,0,0
"321","owe",1,2,0,9,0,1
"322","panel",1,1,3,1,7,3
"323","partie",1,2,0,6,0,1
"324","percentage",1,4,5,13,0,6
"325","photo",1,3,2,4,2,6
"326","pine",1,0,0,1,0,0
"327","positive",1,0,5,0,0,2
"328","preference",1,0,0,0,0,3
"329","progres",1,0,2,0,0,0
"330","projected",1,1,1,7,0,2
"331","protest",1,2,0,1,3,1
"332","quality",1,1,2,1,0,0
"333","ranche",1,0,0,0,0,0
"334","ranger",1,0,0,0,1,0
"335","ranking",1,0,6,0,0,0
"336","referring",1,3,0,0,0,0
"337","renegotiate",1,0,0,0,0,0
