"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","billion",64,69,101,64,20,36
"16","voted",64,56,47,49,26,38
"17","cut",61,50,91,74,7,36
"18","plan",58,58,56,35,24,27
"19","said",58,53,58,50,41,44
"20","clinton",57,52,40,34,26,17
"21","u.",57,78,69,67,34,57
"22","taxe",55,37,83,54,20,45
"23","obamacare",53,37,35,22,24,8
"24","time",52,53,91,75,15,65
"25","get",51,42,36,37,14,43
"26","government",50,79,59,40,32,38
"27","texa",50,46,78,63,19,56
"28","barack",49,83,53,31,46,29
"29","budget",49,76,54,68,10,37
"30","american",48,52,98,87,28,70
"31","school",47,39,69,52,19,39
"32","cost",46,43,56,49,12,20
"33","republican",46,63,75,82,24,45
"34","now",43,52,64,61,10,45
"35","hillary",42,33,29,24,24,10
"36","even",41,24,35,36,14,31
"37","security",40,31,32,17,18,18
"38","every",39,54,63,72,12,56
"39","democrat",38,36,38,22,13,25
"40","money",38,46,49,43,12,33
"41","office",38,26,34,36,13,33
"42","women",37,28,29,34,10,25
"43","america",35,30,32,34,15,26
"44","public",34,28,44,32,9,31
"45","senate",34,40,34,42,9,29
"46","social",34,29,25,12,9,16
"47","spending",34,16,40,38,10,31
"48","dollar",33,21,49,42,12,27
"49","scott",33,50,38,20,21,14
"50","support",33,28,46,24,8,25
"51","vote",33,42,29,38,14,33
"52","wisconsin",33,68,36,38,30,28
"53","last",32,45,47,67,13,51
"54","medicare",32,38,40,18,14,10
"55","taxpayer",32,18,22,19,7,17
"56","make",30,16,23,31,18,13
"57","florida",29,34,51,45,9,31
"58","took",29,18,31,24,4,16
"59","administration",28,26,45,18,12,14
"60","first",28,37,30,43,11,46
"61","united",28,51,61,59,13,40
"62","country",27,52,56,64,17,59
"63","day",27,19,37,45,16,45
"64","fund",27,23,31,17,10,13
"65","going",27,34,25,18,16,14
"66","illegal",27,38,30,21,17,13
"67","like",27,23,22,17,14,16
"68","two",27,32,39,30,6,34
"69","worker",27,10,31,24,4,14
"70","can",26,27,37,35,17,28
"71","four",26,18,29,34,3,29
"72","rate",26,45,88,62,11,56
"73","bush",25,26,27,40,5,27
"74","congres",25,23,33,15,14,29
"75","right",25,47,43,33,11,21
"76","gov",24,32,30,18,17,14
"77","house",24,40,23,39,13,26
"78","les",24,13,23,38,8,24
"79","since",24,31,79,70,13,74
"80","know",23,16,13,13,7,17
"81","oil",23,16,32,34,2,21
"82","walker",23,37,22,8,12,7
"83","high",22,8,23,19,5,13
"84","immigrant",22,22,23,19,6,11
"85","paid",22,11,16,26,5,18
"86","passed",22,16,19,15,7,18
"87","romney",22,15,40,26,9,24
"88","student",22,19,27,40,4,14
"89","unemployment",22,24,40,26,7,19
"90","abortion",21,35,23,13,10,14
"91","governor",21,32,46,33,10,41
"92","national",21,24,24,34,14,32
"93","rep",21,17,13,4,23,8
"94","rick",21,24,34,20,12,11
"95","trump",21,23,30,38,11,22
"96","want",21,32,37,27,21,24
"97","actually",20,13,20,24,0,16
"98","clas",20,10,14,10,9,7
"99","income",20,28,30,38,7,35
"100","increase",20,35,41,28,16,21
"101","nation",20,35,23,42,5,41
"102","nearly",20,15,34,32,8,38
"103","sen",20,19,27,12,7,20
"104","take",20,26,11,19,12,15
"105","act",19,20,33,25,4,12
"106","debt",19,22,41,33,6,36
"107","dont",19,32,29,31,17,13
"108","education",19,16,34,31,7,20
"109","give",19,21,17,17,3,8
"110","just",19,33,47,30,11,32
"111","middle",19,10,16,15,9,8
"112","per",19,27,30,31,5,22
"113","stimulu",19,21,22,10,9,11
"114","supported",19,18,24,19,2,10
"115","children",18,21,20,21,13,20
"116","history",18,20,30,27,5,22
"117","home",18,14,15,24,6,14
"118","almost",17,10,21,27,4,24
"119","highest",17,13,25,35,3,28
"120","private",17,19,31,19,11,19
"121","put",17,17,31,12,3,12
"122","white",17,18,18,10,9,8
"123","already",16,11,14,9,4,8
"124","college",16,12,28,32,3,17
"125","donald",16,14,28,26,10,19
"126","economic",16,15,17,14,3,5
"127","employee",16,22,20,18,2,19
"128","family",16,11,15,11,2,20
"129","group",16,13,9,3,7,4
"130","higher",16,13,23,17,2,20
"131","military",16,8,16,12,9,17
"132","never",16,36,22,24,14,21
"133","three",16,22,31,38,5,41
"134","work",16,24,37,19,9,10
"135","average",15,14,41,49,3,33
"136","deficit",15,16,28,23,1,7
"137","half",15,17,18,38,4,34
"138","medicaid",15,19,14,13,2,10
"139","party",15,18,16,28,5,15
"140","property",15,6,7,14,3,14
"141","u",15,14,16,10,6,10
"142","veteran",15,9,11,5,5,13
"143","benefit",14,18,21,11,2,10
"144","busines",14,21,13,15,3,13
"145","growth",14,12,13,12,2,15
"146","increased",14,4,22,8,4,11
"147","keep",14,10,13,6,5,9
"148","mccain",14,13,15,19,5,33
"149","number",14,31,27,30,9,30
"150","policie",14,6,6,3,5,4
"151","price",14,10,9,6,4,4
"152","proposed",14,20,19,15,3,18
"153","reagan",14,9,7,8,4,7
"154","real",14,4,7,4,5,3
"155","senior",14,13,11,5,6,6
"156","stop",14,9,5,2,3,6
"157","trillion",14,19,30,22,1,16
"158","wage",14,11,25,31,2,17
"159","border",13,13,19,13,18,6
"160","china",13,10,13,13,16,6
"161","create",13,10,13,4,5,4
"162","far",13,5,9,13,4,6
"163","five",13,19,26,28,8,19
"164","funding",13,16,28,30,7,13
"165","legislation",13,12,17,9,8,15
"166","lost",13,16,34,21,11,12
"167","much",13,24,9,22,3,8
"168","need",13,6,11,9,5,10
"169","reform",13,19,20,22,9,10
"170","run",13,8,10,10,3,3
"171","spend",13,12,17,23,5,23
"172","thing",13,12,11,5,0,10
"173","companie",12,18,23,22,2,12
"174","created",12,14,37,21,12,10
"175","familie",12,9,23,15,5,12
"176","foreign",12,8,11,4,8,10
"177","georgia",12,13,34,26,3,46
"178","immigration",12,19,19,23,6,7
"179","member",12,13,13,22,11,29
"180","mitt",12,12,27,20,7,17
"181","month",12,16,30,36,3,24
"182","part",12,10,18,8,8,7
"183","planned",12,6,8,12,7,10
"184","without",12,24,23,16,3,15
"185","world",12,21,32,45,13,22
"186","ago",11,10,13,15,6,21
"187","coverage",11,15,8,14,7,9
"188","crime",11,16,17,19,7,21
"189","free",11,12,10,4,9,4
"190","got",11,13,19,26,8,9
"191","iraq",11,12,16,12,1,17
"192","level",11,7,12,24,4,13
"193","making",11,13,14,12,7,2
"194","mandate",11,8,6,7,3,4
"195","revenue",11,14,13,10,1,6
"196","term",11,8,16,16,6,20
"197","today",11,21,24,44,6,27
"198","back",10,11,19,19,8,16
"199","ban",10,9,13,7,6,7
"200","bank",10,5,11,8,4,5
"201","came",10,11,10,15,3,9
"202","control",10,16,15,9,6,6
"203","david",10,10,6,14,5,3
"204","employer",10,5,5,4,1,4
"205","end",10,12,9,12,7,8
"206","ever",10,25,13,16,4,12
"207","iran",10,19,13,13,3,6
"208","men",10,5,11,9,2,6
"209","north",10,4,6,12,2,1
"210","option",10,5,1,3,1,1
"211","paul",10,14,16,7,1,10
"212","project",10,12,12,8,2,7
"213","reduce",10,7,12,4,1,2
"214","reserve",10,5,3,6,2,4
"215","ronald",10,7,6,5,2,4
"216","senator",10,10,15,9,2,19
"217","sex",10,7,10,8,4,4
"218","single",10,15,23,19,4,7
"219","top",10,7,23,23,1,24
"220","tried",10,5,7,4,4,4
"221","weve",10,14,26,25,3,18
"222","able",9,10,3,9,2,4
"223","attack",9,18,9,5,4,3
"224","attorney",9,7,6,4,2,5
"225","benghazi",9,6,1,1,1,1
"226","deal",9,24,20,11,3,6
"227","force",9,9,15,14,9,10
"228","foundation",9,1,2,1,1,1
"229","general",9,13,12,8,4,15
"230","little",9,4,3,6,2,5
"231","nothing",9,12,6,2,8,5
"232","patient",9,4,2,5,3,2
"233","power",9,2,11,9,6,10
"234","promised",9,5,3,2,1,4
"235","provide",9,9,4,12,3,5
"236","raising",9,5,17,4,5,3
"237","rubio",9,5,8,10,4,9
"238","seven",9,7,12,13,3,14
"239","six",9,9,8,21,1,19
"240","special",9,6,8,7,5,1
"241","still",9,10,17,20,3,21
"242","third",9,12,15,20,1,12
"243","tuition",9,5,4,14,0,10
"244","affordable",8,12,9,10,3,3
"245","aid",8,8,5,12,3,5
"246","called",8,10,14,11,3,16
"247","combined",8,10,19,9,1,17
"248","congressman",8,9,7,6,4,2
"249","debate",8,8,8,3,5,3
"250","defense",8,4,7,18,3,5
"251","eight",8,9,19,11,2,7
"252","help",8,12,16,9,7,3
"253","idea",8,7,5,3,1,2
"254","isi",8,12,7,4,4,4
"255","jim",8,8,6,2,1,5
"256","marco",8,3,7,8,4,8
"257","mayor",8,11,18,6,6,9
"258","millionaire",8,3,11,6,2,4
"259","old",8,9,11,4,3,6
"260","pas",8,5,5,4,2,2
"261","place",8,9,12,7,7,3
"262","recent",8,10,9,15,7,2
"263","report",8,9,14,8,9,4
"264","require",8,11,7,3,5,4
"265","rob",8,4,3,3,2,0
"266","sector",8,9,24,15,4,15
"267","see",8,10,8,12,1,5
"268","stand",8,5,7,1,3,3
"269","supreme",8,15,6,6,4,14
"270","taken",8,3,8,8,1,8
"271","trade",8,13,15,8,6,7
"272","w",8,7,6,8,1,5
"273","water",8,8,9,14,3,11
"274","whether",8,22,7,9,3,4
"275","bargaining",7,3,3,2,2,3
"276","bipartisan",7,3,4,7,1,9
"277","call",7,7,9,4,4,5
"278","car",7,7,9,7,8,6
"279","charge",7,10,9,3,5,5
"280","death",7,3,9,8,4,17
"281","deciding",7,5,0,0,0,0
"282","deduction",7,1,1,1,2,2
"283","different",7,3,2,3,1,10
"284","doctor",7,14,1,5,4,7
"285","drilling",7,2,8,5,2,9
"286","email",7,7,4,5,1,1
"287","fee",7,3,5,3,5,4
"288","feingold",7,5,2,1,0,3
"289","former",7,8,13,4,5,8
"290","good",7,5,10,2,5,4
"291","held",7,1,4,4,1,3
"292","hispanic",7,3,9,5,0,10
"293","island",7,14,15,18,7,23
"294","january",7,2,4,2,4,0
"295","kind",7,4,3,6,2,3
"296","led",7,7,9,6,4,8
"297","major",7,6,7,21,1,7
"298","medical",7,4,14,13,3,3
"299","order",7,5,6,4,6,4
"300","policy",7,6,10,1,4,6
"301","politician",7,7,2,6,2,4
"302","poverty",7,4,13,20,0,5
"303","recall",7,3,2,0,1,5
"304","rhode",7,12,17,19,6,21
"305","second",7,17,12,19,3,9
"306","small",7,20,5,7,4,11
"307","teacher",7,15,13,12,1,7
"308","team",7,4,1,2,6,5
"309","thousand",7,8,17,5,7,8
"310","using",7,5,6,2,1,3
"311","yet",7,2,5,4,3,4
"312","zero",7,5,6,6,6,9
"313","agreed",6,2,0,1,0,1
"314","allowed",6,7,13,11,1,7
"315","among",6,7,22,8,2,12
"316","amount",6,3,14,10,0,4
"317","bailout",6,2,9,2,0,2
"318","became",6,2,10,11,1,7
"319","biden",6,2,4,2,1,1
"320","bring",6,6,12,6,2,4
"321","businesse",6,22,10,16,4,10
"322","career",6,3,7,5,0,1
"323","carolina",6,4,4,8,1,2
"324","cast",6,4,1,3,0,1
"325","cause",6,6,4,2,2,4
"326","cent",6,7,2,9,2,8
"327","core",6,6,3,5,1,0
"328","creation",6,6,15,5,3,2
"329","cruz",6,5,3,2,6,4
"330","decade",6,5,17,20,1,13
"331","drop",6,5,7,2,1,2
"332","fought",6,2,3,2,0,3
"333","gone",6,6,20,8,1,8
"334","gotten",6,5,2,3,1,2
"335","he",6,5,13,4,3,5
"336","huge",6,1,5,3,2,1
"337","jeb",6,2,0,9,0,2
"338","jersey",6,17,9,16,2,18
"339","labor",6,9,2,8,1,4
"340","lake",6,4,2,4,2,1
"341","legal",6,6,11,8,0,9
"342","legislature",6,11,6,6,1,12
"343","let",6,7,9,5,7,4
"344","liberal",6,6,8,1,3,1
"345","life",6,8,16,12,8,5
