"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","billion",64,69,101,64,20,36
"16","voted",64,56,47,49,26,38
"17","cut",61,50,91,74,7,36
"18","plan",58,58,56,35,24,27
"19","said",58,53,58,50,41,44
"20","clinton",57,52,40,34,26,17
"21","u.",57,78,69,67,34,57
"22","taxe",55,37,83,54,20,45
"23","obamacare",53,37,35,22,24,8
"24","time",52,53,91,75,15,65
"25","get",51,42,36,37,14,43
"26","government",50,79,59,40,32,38
"27","texa",50,46,78,63,19,56
"28","barack",49,83,53,31,46,29
"29","budget",49,76,54,68,10,37
"30","american",48,52,98,87,28,70
"31","cost",46,43,56,49,12,20
"32","hillary",42,33,29,24,24,10
"33","security",40,31,32,17,18,18
"34","every",39,54,63,72,12,56
"35","america",35,30,32,34,15,26
"36","social",34,29,25,12,9,16
"37","spending",34,16,40,38,10,31
"38","dollar",33,21,49,42,12,27
"39","scott",33,50,38,20,21,14
"40","support",33,28,46,24,8,25
"41","vote",33,42,29,38,14,33
"42","wisconsin",33,68,36,38,30,28
"43","last",32,45,47,67,13,51
"44","medicare",32,38,40,18,14,10
"45","taxpayer",32,18,22,19,7,17
"46","make",30,16,23,31,18,13
"47","took",29,18,31,24,4,16
"48","administration",28,26,45,18,12,14
"49","first",28,37,30,43,11,46
"50","united",28,51,61,59,13,40
"51","country",27,52,56,64,17,59
"52","day",27,19,37,45,16,45
"53","illegal",27,38,30,21,17,13
"54","worker",27,10,31,24,4,14
"55","four",26,18,29,34,3,29
"56","rate",26,45,88,62,11,56
"57","bush",25,26,27,40,5,27
"58","gov",24,32,30,18,17,14
"59","house",24,40,23,39,13,26
"60","les",24,13,23,38,8,24
"61","since",24,31,79,70,13,74
"62","know",23,16,13,13,7,17
"63","oil",23,16,32,34,2,21
"64","walker",23,37,22,8,12,7
"65","high",22,8,23,19,5,13
"66","paid",22,11,16,26,5,18
"67","romney",22,15,40,26,9,24
"68","student",22,19,27,40,4,14
"69","governor",21,32,46,33,10,41
"70","rep",21,17,13,4,23,8
"71","actually",20,13,20,24,0,16
"72","nation",20,35,23,42,5,41
"73","nearly",20,15,34,32,8,38
"74","debt",19,22,41,33,6,36
"75","education",19,16,34,31,7,20
"76","per",19,27,30,31,5,22
"77","almost",17,10,21,27,4,24
"78","highest",17,13,25,35,3,28
"79","put",17,17,31,12,3,12
"80","college",16,12,28,32,3,17
"81","group",16,13,9,3,7,4
"82","three",16,22,31,38,5,41
"83","work",16,24,37,19,9,10
"84","average",15,14,41,49,3,33
"85","deficit",15,16,28,23,1,7
"86","half",15,17,18,38,4,34
"87","property",15,6,7,14,3,14
"88","u",15,14,16,10,6,10
"89","increased",14,4,22,8,4,11
"90","mccain",14,13,15,19,5,33
"91","policie",14,6,6,3,5,4
"92","real",14,4,7,4,5,3
"93","stop",14,9,5,2,3,6
"94","trillion",14,19,30,22,1,16
"95","wage",14,11,25,31,2,17
"96","border",13,13,19,13,18,6
"97","china",13,10,13,13,16,6
"98","create",13,10,13,4,5,4
"99","far",13,5,9,13,4,6
"100","funding",13,16,28,30,7,13
"101","lost",13,16,34,21,11,12
"102","much",13,24,9,22,3,8
"103","spend",13,12,17,23,5,23
"104","created",12,14,37,21,12,10
"105","georgia",12,13,34,26,3,46
"106","member",12,13,13,22,11,29
"107","mitt",12,12,27,20,7,17
"108","month",12,16,30,36,3,24
"109","world",12,21,32,45,13,22
"110","got",11,13,19,26,8,9
"111","level",11,7,12,24,4,13
"112","term",11,8,16,16,6,20
"113","today",11,21,24,44,6,27
"114","ever",10,25,13,16,4,12
"115","north",10,4,6,12,2,1
"116","option",10,5,1,3,1,1
"117","reduce",10,7,12,4,1,2
"118","senator",10,10,15,9,2,19
"119","top",10,7,23,23,1,24
"120","able",9,10,3,9,2,4
"121","benghazi",9,6,1,1,1,1
"122","deal",9,24,20,11,3,6
"123","foundation",9,1,2,1,1,1
"124","nothing",9,12,6,2,8,5
"125","raising",9,5,17,4,5,3
"126","six",9,9,8,21,1,19
"127","still",9,10,17,20,3,21
"128","tuition",9,5,4,14,0,10
"129","aid",8,8,5,12,3,5
"130","combined",8,10,19,9,1,17
"131","defense",8,4,7,18,3,5
"132","isi",8,12,7,4,4,4
"133","recent",8,10,9,15,7,2
"134","report",8,9,14,8,9,4
"135","rob",8,4,3,3,2,0
"136","w",8,7,6,8,1,5
"137","whether",8,22,7,9,3,4
"138","car",7,7,9,7,8,6
"139","death",7,3,9,8,4,17
"140","deciding",7,5,0,0,0,0
"141","different",7,3,2,3,1,10
"142","doctor",7,14,1,5,4,7
"143","january",7,2,4,2,4,0
"144","major",7,6,7,21,1,7
"145","medical",7,4,14,13,3,3
"146","order",7,5,6,4,6,4
"147","poverty",7,4,13,20,0,5
"148","recall",7,3,2,0,1,5
"149","team",7,4,1,2,6,5
"150","agreed",6,2,0,1,0,1
"151","among",6,7,22,8,2,12
"152","amount",6,3,14,10,0,4
"153","bailout",6,2,9,2,0,2
"154","cent",6,7,2,9,2,8
"155","creation",6,6,15,5,3,2
"156","cruz",6,5,3,2,6,4
"157","decade",6,5,17,20,1,13
"158","he",6,5,13,4,3,5
"159","jeb",6,2,0,9,0,2
"160","jersey",6,17,9,16,2,18
"161","let",6,7,9,5,7,4
"162","lowest",6,8,21,24,3,13
"163","murphy",6,4,0,2,1,0
"164","muslim",6,12,1,5,14,4
"165","ohio",6,17,23,26,14,22
"166","outside",6,7,3,2,0,0
"167","taking",6,3,10,12,1,3
"168","well",6,12,4,2,3,10
"169","book",5,2,2,1,5,5
"170","commission",5,11,1,2,0,3
"171","council",5,5,2,2,4,7
"172","cuccinelli",5,1,1,0,2,0
"173","fact",5,10,15,5,7,13
"174","forcing",5,1,0,0,0,0
"175","holding",5,3,1,1,3,0
"176","id",5,5,3,5,2,6
"177","low",5,4,12,10,1,5
"178","minimum",5,9,14,22,1,9
"179","nafta",5,3,2,0,0,0
"180","product",5,2,5,8,1,8
"181","rank",5,4,10,9,0,7
"182","research",5,6,3,11,0,0
"183","violence",5,3,2,10,2,11
"184","ad",4,5,6,4,4,3
"185","add",4,2,6,3,1,3
"186","african",4,5,9,7,5,15
"187","agenda",4,1,5,0,3,0
"188","betty",4,2,0,0,1,0
"189","build",4,8,5,6,1,4
"190","countrie",4,3,21,19,2,10
"191","davi",4,1,1,0,2,0
"192","faith",4,0,1,1,0,0
"193","felon",4,4,1,4,0,0
"194","found",4,8,11,6,7,4
"195","head",4,3,1,4,3,2
"196","jack",4,1,0,1,1,1
"197","k",4,4,7,4,1,1
"198","known",4,0,2,2,0,3
"199","nine",4,4,2,8,1,6
"200","pre",4,2,4,4,1,2
"201","representative",4,7,2,5,0,12
"202","resident",4,7,6,5,5,11
"203","respect",4,0,1,1,0,0
"204","ruled",4,0,2,0,0,1
"205","sandy",4,1,0,1,0,4
"206","seen",4,9,10,14,1,2
"207","sutton",4,1,0,0,1,0
"208","tonight",4,1,0,0,0,0
"209","uranium",4,0,0,0,1,0
"210","wendy",4,1,1,0,3,0
"211","west",4,5,6,5,0,2
"212","addres",3,3,1,7,0,4
"213","addressed",3,0,0,0,0,0
"214","age",3,7,5,9,3,5
"215","ann",3,0,1,1,0,0
"216","capitol",3,2,1,2,5,2
"217","coffman",3,0,0,1,0,0
"218","corridor",3,0,0,1,0,0
"219","d",3,2,4,4,3,2
"220","destroy",3,3,2,1,1,0
"221","earn",3,1,3,11,1,2
"222","entire",3,9,8,12,3,18
"223","extreme",3,0,0,3,0,0
"224","eye",3,0,1,0,1,0
"225","fleet",3,0,0,0,0,0
"226","funneled",3,0,1,0,0,0
"227","gonna",3,0,0,0,0,0
"228","guinta",3,0,0,0,0,0
"229","historically",3,0,2,0,0,5
"230","housing",3,2,9,5,1,0
"231","joined",3,1,1,0,3,1
"232","kander",3,1,0,0,0,0
"233","king",3,3,4,2,2,2
"234","kuster",3,0,0,0,0,0
"235","loophole",3,1,5,5,0,8
"236","mention",3,1,1,0,0,1
"237","obrien",3,0,0,0,0,0
"238","overhaul",3,1,0,0,0,0
"239","paperwork",3,0,0,0,0,0
"240","pres",3,1,1,4,2,3
"241","previou",3,1,3,4,1,9
"242","promise",3,6,3,3,0,6
"243","rail",3,8,4,4,1,1
"244","red",3,0,0,4,2,4
"245","regarding",3,0,0,0,1,0
"246","roy",3,0,3,0,1,0
"247","scheme",3,8,2,0,0,0
"248","simpson",3,0,0,0,1,0
"249","size",3,2,6,4,4,9
"250","spike",3,0,0,0,0,0
"251","tim",3,3,6,3,3,2
"252","algebra",2,0,0,0,0,0
"253","ambassador",2,0,1,0,3,0
"254","annual",2,3,3,3,0,10
"255","athlete",2,0,0,0,0,0
"256","bathroom",2,1,0,0,3,0
"257","blamed",2,0,0,0,0,0
"258","body",2,4,0,0,2,2
"259","bond",2,4,13,1,0,1
"260","bowle",2,0,0,0,0,0
"261","broke",2,7,2,2,3,4
"262","building",2,14,8,3,0,5
"263","bulb",2,3,1,0,4,0
"264","buse",2,0,1,1,0,1
"265","church",2,3,0,1,1,1
"266","considering",2,0,0,0,3,0
"267","de",2,2,1,0,1,0
"268","deleted",2,0,1,0,3,0
"269","discussing",2,0,0,0,0,0
"270","ditch",2,0,0,0,0,0
"271","diversity",2,0,0,0,0,0
"272","early",2,4,4,8,3,7
"273","earner",2,2,0,1,0,5
"274","edition",2,0,0,0,0,0
"275","enjoyed",2,0,0,0,0,0
"276","enough",2,3,6,8,1,11
"277","equally",2,0,0,0,0,0
"278","eric",2,4,8,2,2,1
"279","exempting",2,0,0,0,0,0
"280","extremism",2,0,0,0,0,0
"281","fetu",2,0,0,0,0,0
"282","fire",2,2,5,10,7,6
"283","grow",2,0,2,1,0,0
"284","guardsmen",2,0,0,0,0,0
"285","hezbollah",2,0,0,0,0,0
"286","historic",2,1,6,0,0,4
"287","howard",2,0,0,0,0,0
"288","instability",2,0,0,0,0,0
"289","instituting",2,0,0,0,0,0
"290","lack",2,0,1,2,1,1
"291","lawyer",2,1,0,6,2,5
"292","liberia",2,0,0,0,0,0
"293","limousine",2,0,0,0,0,0
"294","lowering",2,0,0,0,0,0
"295","machine",2,0,0,5,2,1
"296","manufacturing",2,1,11,5,0,2
"297","marxist",2,0,0,0,2,0
"298","mas",2,3,9,2,1,3
"299","mclane",2,0,0,0,0,0
"300","mill",2,1,0,0,0,3
"301","mortality",2,0,6,1,0,2
"302","nationally",2,0,7,7,0,0
"303","nominee",2,10,9,9,0,1
"304","other",2,2,2,0,0,2
"305","palin",2,5,1,2,5,4
"306","paperback",2,0,0,0,0,0
"307","parrish",2,0,0,0,0,0
"308","participating",2,0,0,0,0,0
"309","pat",2,2,3,1,1,1
"310","pen",2,0,0,0,0,1
"311","prevention",2,0,0,2,3,2
"312","prohibiting",2,0,0,0,0,0
"313","protester",2,3,1,0,6,2
"314","radical",2,2,0,0,4,2
"315","raid",2,1,0,1,2,0
"316","re",2,3,4,3,1,4
"317","screwdriver",2,0,0,0,0,0
"318","serving",2,2,5,1,6,5
"319","she",2,4,0,1,2,0
"320","shoot",2,0,1,0,2,0
"321","strangulation",2,0,0,0,0,0
"322","takeover",2,3,0,0,4,1
"323","talk",2,5,1,2,2,2
"324","treat",2,1,2,0,0,0
"325","try",2,1,2,3,0,0
"326","udall",2,0,0,0,0,0
"327","uninsured",2,1,3,4,1,8
"328","urged",2,0,0,0,0,0
"329","weakened",2,0,0,0,0,0
"330","abolish",1,3,1,0,0,1
"331","absorb",1,0,0,0,0,0
"332","abuse",1,3,1,1,0,6
"333","actual",1,1,3,4,1,1
"334","advisory",1,1,0,0,3,0
"335","africa",1,4,1,8,0,4
"336","ag",1,0,0,1,0,0
"337","answer",1,1,1,3,3,0
"338","apology",1,0,0,0,3,0
"339","ben",1,1,1,0,0,0
"340","black",1,16,19,7,5,6
