"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","billion",64,69,101,64,20,36
"16","voted",64,56,47,49,26,38
"17","cut",61,50,91,74,7,36
"18","plan",58,58,56,35,24,27
"19","said",58,53,58,50,41,44
"20","clinton",57,52,40,34,26,17
"21","u.",57,78,69,67,34,57
"22","taxe",55,37,83,54,20,45
"23","obamacare",53,37,35,22,24,8
"24","time",52,53,91,75,15,65
"25","get",51,42,36,37,14,43
"26","government",50,79,59,40,32,38
"27","texa",50,46,78,63,19,56
"28","barack",49,83,53,31,46,29
"29","budget",49,76,54,68,10,37
"30","american",48,52,98,87,28,70
"31","school",47,39,69,52,19,39
"32","cost",46,43,56,49,12,20
"33","republican",46,63,75,82,24,45
"34","now",43,52,64,61,10,45
"35","hillary",42,33,29,24,24,10
"36","even",41,24,35,36,14,31
"37","security",40,31,32,17,18,18
"38","every",39,54,63,72,12,56
"39","democrat",38,36,38,22,13,25
"40","office",38,26,34,36,13,33
"41","women",37,28,29,34,10,25
"42","america",35,30,32,34,15,26
"43","public",34,28,44,32,9,31
"44","senate",34,40,34,42,9,29
"45","social",34,29,25,12,9,16
"46","spending",34,16,40,38,10,31
"47","dollar",33,21,49,42,12,27
"48","scott",33,50,38,20,21,14
"49","support",33,28,46,24,8,25
"50","vote",33,42,29,38,14,33
"51","wisconsin",33,68,36,38,30,28
"52","last",32,45,47,67,13,51
"53","medicare",32,38,40,18,14,10
"54","taxpayer",32,18,22,19,7,17
"55","make",30,16,23,31,18,13
"56","florida",29,34,51,45,9,31
"57","took",29,18,31,24,4,16
"58","administration",28,26,45,18,12,14
"59","first",28,37,30,43,11,46
"60","raise",28,26,28,20,8,8
"61","united",28,51,61,59,13,40
"62","country",27,52,56,64,17,59
"63","day",27,19,37,45,16,45
"64","fund",27,23,31,17,10,13
"65","going",27,34,25,18,16,14
"66","illegal",27,38,30,21,17,13
"67","like",27,23,22,17,14,16
"68","two",27,32,39,30,6,34
"69","worker",27,10,31,24,4,14
"70","can",26,27,37,35,17,28
"71","four",26,18,29,34,3,29
"72","rate",26,45,88,62,11,56
"73","bush",25,26,27,40,5,27
"74","congres",25,23,33,15,14,29
"75","right",25,47,43,33,11,21
"76","go",24,18,16,25,13,16
"77","gov",24,32,30,18,17,14
"78","house",24,40,23,39,13,26
"79","les",24,13,23,38,8,24
"80","since",24,31,79,70,13,74
"81","know",23,16,13,13,7,17
"82","oil",23,16,32,34,2,21
"83","walker",23,37,22,8,12,7
"84","high",22,8,23,19,5,13
"85","immigrant",22,22,23,19,6,11
"86","paid",22,11,16,26,5,18
"87","passed",22,16,19,15,7,18
"88","romney",22,15,40,26,9,24
"89","student",22,19,27,40,4,14
"90","unemployment",22,24,40,26,7,19
"91","abortion",21,35,23,13,10,14
"92","governor",21,32,46,33,10,41
"93","national",21,24,24,34,14,32
"94","rep",21,17,13,4,23,8
"95","rick",21,24,34,20,12,11
"96","want",21,32,37,27,21,24
"97","actually",20,13,20,24,0,16
"98","clas",20,10,14,10,9,7
"99","income",20,28,30,38,7,35
"100","increase",20,35,41,28,16,21
"101","nation",20,35,23,42,5,41
"102","nearly",20,15,34,32,8,38
"103","sen",20,19,27,12,7,20
"104","take",20,26,11,19,12,15
"105","act",19,20,33,25,4,12
"106","debt",19,22,41,33,6,36
"107","dont",19,32,29,31,17,13
"108","education",19,16,34,31,7,20
"109","give",19,21,17,17,3,8
"110","just",19,33,47,30,11,32
"111","middle",19,10,16,15,9,8
"112","per",19,27,30,31,5,22
"113","stimulu",19,21,22,10,9,11
"114","supported",19,18,24,19,2,10
"115","system",19,14,21,25,6,18
"116","history",18,20,30,27,5,22
"117","home",18,14,15,24,6,14
"118","almost",17,10,21,27,4,24
"119","highest",17,13,25,35,3,28
"120","private",17,19,31,19,11,19
"121","put",17,17,31,12,3,12
"122","white",17,18,18,10,9,8
"123","already",16,11,14,9,4,8
"124","college",16,12,28,32,3,17
"125","donald",16,14,28,26,10,19
"126","economic",16,15,17,14,3,5
"127","employee",16,22,20,18,2,19
"128","family",16,11,15,11,2,20
"129","group",16,13,9,3,7,4
"130","higher",16,13,23,17,2,20
"131","military",16,8,16,12,9,17
"132","never",16,36,22,24,14,21
"133","three",16,22,31,38,5,41
"134","work",16,24,37,19,9,10
"135","average",15,14,41,49,3,33
"136","deficit",15,16,28,23,1,7
"137","half",15,17,18,38,4,34
"138","party",15,18,16,28,5,15
"139","property",15,6,7,14,3,14
"140","show",15,14,12,13,9,9
"141","u",15,14,16,10,6,10
"142","veteran",15,9,11,5,5,13
"143","away",14,19,11,8,6,8
"144","benefit",14,18,21,11,2,10
"145","busines",14,21,13,15,3,13
"146","growth",14,12,13,12,2,15
"147","increased",14,4,22,8,4,11
"148","keep",14,10,13,6,5,9
"149","mccain",14,13,15,19,5,33
"150","number",14,31,27,30,9,30
"151","policie",14,6,6,3,5,4
"152","price",14,10,9,6,4,4
"153","reagan",14,9,7,8,4,7
"154","real",14,4,7,4,5,3
"155","senior",14,13,11,5,6,6
"156","stop",14,9,5,2,3,6
"157","trillion",14,19,30,22,1,16
"158","wage",14,11,25,31,2,17
"159","border",13,13,19,13,18,6
"160","china",13,10,13,13,16,6
"161","create",13,10,13,4,5,4
"162","far",13,5,9,13,4,6
"163","five",13,19,26,28,8,19
"164","funding",13,16,28,30,7,13
"165","lost",13,16,34,21,11,12
"166","much",13,24,9,22,3,8
"167","need",13,6,11,9,5,10
"168","perry",13,10,18,10,6,7
"169","reform",13,19,20,22,9,10
"170","run",13,8,10,10,3,3
"171","spend",13,12,17,23,5,23
"172","thing",13,12,11,5,0,10
"173","companie",12,18,23,22,2,12
"174","created",12,14,37,21,12,10
"175","familie",12,9,23,15,5,12
"176","foreign",12,8,11,4,8,10
"177","georgia",12,13,34,26,3,46
"178","individual",12,6,11,9,2,9
"179","member",12,13,13,22,11,29
"180","mitt",12,12,27,20,7,17
"181","month",12,16,30,36,3,24
"182","part",12,10,18,8,8,7
"183","planned",12,6,8,12,7,10
"184","without",12,24,23,16,3,15
"185","world",12,21,32,45,13,22
"186","ago",11,10,13,15,6,21
"187","come",11,17,21,17,4,13
"188","crime",11,16,17,19,7,21
"189","free",11,12,10,4,9,4
"190","got",11,13,19,26,8,9
"191","iraq",11,12,16,12,1,17
"192","level",11,7,12,24,4,13
"193","majority",11,15,19,20,3,9
"194","making",11,13,14,12,7,2
"195","mandate",11,8,6,7,3,4
"196","parenthood",11,6,8,9,6,9
"197","revenue",11,14,13,10,1,6
"198","term",11,8,16,16,6,20
"199","today",11,21,24,44,6,27
"200","wall",11,6,13,6,6,4
"201","back",10,11,19,19,8,16
"202","ban",10,9,13,7,6,7
"203","came",10,11,10,15,3,9
"204","company",10,6,6,9,6,8
"205","control",10,16,15,9,6,6
"206","david",10,10,6,14,5,3
"207","employer",10,5,5,4,1,4
"208","end",10,12,9,12,7,8
"209","ever",10,25,13,16,4,12
"210","men",10,5,11,9,2,6
"211","mexico",10,11,14,10,0,5
"212","north",10,4,6,12,2,1
"213","option",10,5,1,3,1,1
"214","paul",10,14,16,7,1,10
"215","reduce",10,7,12,4,1,2
"216","reserve",10,5,3,6,2,4
"217","ronald",10,7,6,5,2,4
"218","ryan",10,13,15,8,1,7
"219","senator",10,10,15,9,2,19
"220","sex",10,7,10,8,4,4
"221","single",10,15,23,19,4,7
"222","top",10,7,23,23,1,24
"223","tried",10,5,7,4,4,4
"224","weve",10,14,26,25,3,18
"225","able",9,10,3,9,2,4
"226","attack",9,18,9,5,4,3
"227","benghazi",9,6,1,1,1,1
"228","child",9,6,8,9,3,14
"229","deal",9,24,20,11,3,6
"230","force",9,9,15,14,9,10
"231","foundation",9,1,2,1,1,1
"232","gallon",9,7,3,8,2,4
"233","leader",9,7,12,3,6,5
"234","little",9,4,3,6,2,5
"235","nothing",9,12,6,2,8,5
"236","past",9,11,22,14,4,17
"237","patient",9,4,2,5,3,2
"238","power",9,2,11,9,6,10
"239","promised",9,5,3,2,1,4
"240","provide",9,9,4,12,3,5
"241","raising",9,5,17,4,5,3
"242","seven",9,7,12,13,3,14
"243","six",9,9,8,21,1,19
"244","special",9,6,8,7,5,1
"245","still",9,10,17,20,3,21
"246","third",9,12,15,20,1,12
"247","tuition",9,5,4,14,0,10
"248","affordable",8,12,9,10,3,3
"249","aid",8,8,5,12,3,5
"250","called",8,10,14,11,3,16
"251","climate",8,11,4,7,1,3
"252","combined",8,10,19,9,1,17
"253","congressman",8,9,7,6,4,2
"254","data",8,7,2,5,2,0
"255","debate",8,8,8,3,5,3
"256","defense",8,4,7,18,3,5
"257","eight",8,9,19,11,2,7
"258","help",8,12,16,9,7,3
"259","hundred",8,6,12,6,1,5
"260","idea",8,7,5,3,1,2
"261","isi",8,12,7,4,4,4
"262","jim",8,8,6,2,1,5
"263","joe",8,5,9,5,3,3
"264","marco",8,3,7,8,4,8
"265","mayor",8,11,18,6,6,9
"266","millionaire",8,3,11,6,2,4
"267","old",8,9,11,4,3,6
"268","opposed",8,7,11,5,0,8
"269","pas",8,5,5,4,2,2
"270","place",8,9,12,7,7,3
"271","recent",8,10,9,15,7,2
"272","report",8,9,14,8,9,4
"273","rob",8,4,3,3,2,0
"274","saving",8,5,10,3,1,5
"275","sector",8,9,24,15,4,15
"276","see",8,10,8,12,1,5
"277","stand",8,5,7,1,3,3
"278","supreme",8,15,6,6,4,14
"279","taken",8,3,8,8,1,8
"280","trade",8,13,15,8,6,7
"281","w",8,7,6,8,1,5
"282","whether",8,22,7,9,3,4
"283","bargaining",7,3,3,2,2,3
"284","bipartisan",7,3,4,7,1,9
"285","call",7,7,9,4,4,5
"286","car",7,7,9,7,8,6
"287","charge",7,10,9,3,5,5
"288","death",7,3,9,8,4,17
"289","deciding",7,5,0,0,0,0
"290","deduction",7,1,1,1,2,2
"291","different",7,3,2,3,1,10
"292","doctor",7,14,1,5,4,7
"293","drilling",7,2,8,5,2,9
"294","email",7,7,4,5,1,1
"295","fee",7,3,5,3,5,4
"296","feingold",7,5,2,1,0,3
"297","former",7,8,13,4,5,8
"298","good",7,5,10,2,5,4
"299","held",7,1,4,4,1,3
"300","hispanic",7,3,9,5,0,10
"301","hospital",7,4,5,7,0,5
"302","island",7,14,15,18,7,23
"303","january",7,2,4,2,4,0
"304","kind",7,4,3,6,2,3
"305","led",7,7,9,6,4,8
"306","major",7,6,7,21,1,7
"307","medical",7,4,14,13,3,3
"308","order",7,5,6,4,6,4
"309","point",7,8,11,10,0,6
"310","policy",7,6,10,1,4,6
"311","poverty",7,4,13,20,0,5
"312","recall",7,3,2,0,1,5
"313","rhode",7,12,17,19,6,21
"314","second",7,17,12,19,3,9
"315","small",7,20,5,7,4,11
"316","teacher",7,15,13,12,1,7
"317","team",7,4,1,2,6,5
"318","thousand",7,8,17,5,7,8
"319","zero",7,5,6,6,6,9
"320","action",6,4,8,10,3,5
"321","agreed",6,2,0,1,0,1
"322","allowed",6,7,13,11,1,7
"323","among",6,7,22,8,2,12
"324","amount",6,3,14,10,0,4
"325","bailout",6,2,9,2,0,2
"326","became",6,2,10,11,1,7
"327","bring",6,6,12,6,2,4
"328","businesse",6,22,10,16,4,10
"329","career",6,3,7,5,0,1
"330","carolina",6,4,4,8,1,2
"331","carry",6,5,3,3,0,2
"332","cast",6,4,1,3,0,1
"333","cause",6,6,4,2,2,4
"334","cent",6,7,2,9,2,8
"335","contract",6,2,3,5,0,2
"336","creation",6,6,15,5,3,2
"337","cruz",6,5,3,2,6,4
"338","decade",6,5,17,20,1,13
"339","drop",6,5,7,2,1,2
"340","else",6,1,4,5,0,3
"341","farm",6,2,1,5,4,5
"342","fought",6,2,3,2,0,3
"343","given",6,4,10,10,6,3
"344","gone",6,6,20,8,1,8
"345","gotten",6,5,2,3,1,2
"346","hand",6,5,5,2,1,4
