"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"1","--number--",693,784,1106,1157,259,872
"2","say",361,417,411,334,192,268
"3","state",157,214,224,237,60,228
"4","year",154,170,217,224,45,178
"5","obama",134,164,142,84,105,73
"6","percent",121,129,216,243,34,191
"7","president",100,125,103,79,56,65
"8","tax",95,109,112,108,41,78
"9","care",86,96,78,64,46,54
"10","health",86,113,96,78,50,74
"11","people",81,84,106,115,39,57
"12","job",80,110,149,98,38,74
"13","million",80,78,141,117,35,78
"14","bill",70,74,75,59,30,52
"15","billion",64,69,101,64,20,36
"16","voted",64,56,47,49,26,38
"17","cut",61,50,91,74,7,36
"18","plan",58,58,56,35,24,27
"19","said",58,53,58,50,41,44
"20","clinton",57,52,40,34,26,17
"21","u.",57,78,69,67,34,57
"22","law",56,70,69,47,25,48
"23","taxe",55,37,83,54,20,45
"24","obamacare",53,37,35,22,24,8
"25","time",52,53,91,75,15,65
"26","get",51,42,36,37,14,43
"27","government",50,79,59,40,32,38
"28","texa",50,46,78,63,19,56
"29","barack",49,83,53,31,46,29
"30","budget",49,76,54,68,10,37
"31","american",48,52,98,87,28,70
"32","school",47,39,69,52,19,39
"33","cost",46,43,56,49,12,20
"34","republican",46,63,75,82,24,45
"35","now",43,52,64,61,10,45
"36","hillary",42,33,29,24,24,10
"37","even",41,24,35,36,14,31
"38","security",40,31,32,17,18,18
"39","every",39,54,63,72,12,56
"40","democrat",38,36,38,22,13,25
"41","money",38,46,49,43,12,33
"42","office",38,26,34,36,13,33
"43","women",37,28,29,34,10,25
"44","america",35,30,32,34,15,26
"45","public",34,28,44,32,9,31
"46","senate",34,40,34,42,9,29
"47","social",34,29,25,12,9,16
"48","spending",34,16,40,38,10,31
"49","city",33,32,33,22,8,31
"50","dollar",33,21,49,42,12,27
"51","scott",33,50,38,20,21,14
"52","support",33,28,46,24,8,25
"53","vote",33,42,29,38,14,33
"54","wisconsin",33,68,36,38,30,28
"55","last",32,45,47,67,13,51
"56","medicare",32,38,40,18,14,10
"57","taxpayer",32,18,22,19,7,17
"58","make",30,16,23,31,18,13
"59","florida",29,34,51,45,9,31
"60","took",29,18,31,24,4,16
"61","administration",28,26,45,18,12,14
"62","first",28,37,30,43,11,46
"63","united",28,51,61,59,13,40
"64","country",27,52,56,64,17,59
"65","day",27,19,37,45,16,45
"66","fund",27,23,31,17,10,13
"67","going",27,34,25,18,16,14
"68","illegal",27,38,30,21,17,13
"69","like",27,23,22,17,14,16
"70","two",27,32,39,30,6,34
"71","worker",27,10,31,24,4,14
"72","can",26,27,37,35,17,28
"73","four",26,18,29,34,3,29
"74","rate",26,45,88,62,11,56
"75","bush",25,26,27,40,5,27
"76","congres",25,23,33,15,14,29
"77","right",25,47,43,33,11,21
"78","go",24,18,16,25,13,16
"79","gov",24,32,30,18,17,14
"80","house",24,40,23,39,13,26
"81","les",24,13,23,38,8,24
"82","program",24,20,30,34,14,22
"83","since",24,31,79,70,13,74
"84","know",23,16,13,13,7,17
"85","oil",23,16,32,34,2,21
"86","walker",23,37,22,8,12,7
"87","high",22,8,23,19,5,13
"88","immigrant",22,22,23,19,6,11
"89","paid",22,11,16,26,5,18
"90","passed",22,16,19,15,7,18
"91","romney",22,15,40,26,9,24
"92","student",22,19,27,40,4,14
"93","unemployment",22,24,40,26,7,19
"94","abortion",21,35,23,13,10,14
"95","governor",21,32,46,33,10,41
"96","national",21,24,24,34,14,32
"97","rep",21,17,13,4,23,8
"98","rick",21,24,34,20,12,11
"99","trump",21,23,30,38,11,22
"100","want",21,32,37,27,21,24
"101","actually",20,13,20,24,0,16
"102","clas",20,10,14,10,9,7
"103","district",20,13,18,16,6,15
"104","income",20,28,30,38,7,35
"105","increase",20,35,41,28,16,21
"106","nation",20,35,23,42,5,41
"107","nearly",20,15,34,32,8,38
"108","sen",20,19,27,12,7,20
"109","take",20,26,11,19,12,15
"110","act",19,20,33,25,4,12
"111","debt",19,22,41,33,6,36
"112","dont",19,32,29,31,17,13
"113","education",19,16,34,31,7,20
"114","give",19,21,17,17,3,8
"115","just",19,33,47,30,11,32
"116","middle",19,10,16,15,9,8
"117","per",19,27,30,31,5,22
"118","stimulu",19,21,22,10,9,11
"119","supported",19,18,24,19,2,10
"120","system",19,14,21,25,6,18
"121","children",18,21,20,21,13,20
"122","history",18,20,30,27,5,22
"123","home",18,14,15,24,6,14
"124","almost",17,10,21,27,4,24
"125","highest",17,13,25,35,3,28
"126","private",17,19,31,19,11,19
"127","put",17,17,31,12,3,12
"128","that",17,12,20,17,11,10
"129","white",17,18,18,10,9,8
"130","already",16,11,14,9,4,8
"131","college",16,12,28,32,3,17
"132","democratic",16,14,12,17,3,10
"133","donald",16,14,28,26,10,19
"134","economic",16,15,17,14,3,5
"135","election",16,23,24,17,7,25
"136","employee",16,22,20,18,2,19
"137","family",16,11,15,11,2,20
"138","group",16,13,9,3,7,4
"139","higher",16,13,23,17,2,20
"140","hour",16,8,18,15,3,9
"141","military",16,8,16,12,9,17
"142","never",16,36,22,24,14,21
"143","three",16,22,31,38,5,41
"144","work",16,24,37,19,9,10
"145","average",15,14,41,49,3,33
"146","deficit",15,16,28,23,1,7
"147","half",15,17,18,38,4,34
"148","medicaid",15,19,14,13,2,10
"149","party",15,18,16,28,5,15
"150","property",15,6,7,14,3,14
"151","show",15,14,12,13,9,9
"152","u",15,14,16,10,6,10
"153","used",15,12,13,17,2,17
"154","veteran",15,9,11,5,5,13
"155","away",14,19,11,8,6,8
"156","benefit",14,18,21,11,2,10
"157","busines",14,21,13,15,3,13
"158","economy",14,19,30,20,10,15
"159","growth",14,12,13,12,2,15
"160","increased",14,4,22,8,4,11
"161","keep",14,10,13,6,5,9
"162","mccain",14,13,15,19,5,33
"163","number",14,31,27,30,9,30
"164","policie",14,6,6,3,5,4
"165","price",14,10,9,6,4,4
"166","proposed",14,20,19,15,3,18
"167","reagan",14,9,7,8,4,7
"168","real",14,4,7,4,5,3
"169","senior",14,13,11,5,6,6
"170","stop",14,9,5,2,3,6
"171","trillion",14,19,30,22,1,16
"172","wage",14,11,25,31,2,17
"173","went",14,15,23,13,4,11
"174","border",13,13,19,13,18,6
"175","china",13,10,13,13,16,6
"176","create",13,10,13,4,5,4
"177","far",13,5,9,13,4,6
"178","five",13,19,26,28,8,19
"179","funding",13,16,28,30,7,13
"180","including",13,10,11,12,5,7
"181","legislation",13,12,17,9,8,15
"182","line",13,6,6,7,0,9
"183","lost",13,16,34,21,11,12
"184","much",13,24,9,22,3,8
"185","need",13,6,11,9,5,10
"186","perry",13,10,18,10,6,7
"187","reform",13,19,20,22,9,10
"188","run",13,8,10,10,3,3
"189","spend",13,12,17,23,5,23
"190","thing",13,12,11,5,0,10
"191","virginia",13,20,11,13,7,14
"192","companie",12,18,23,22,2,12
"193","created",12,14,37,21,12,10
"194","familie",12,9,23,15,5,12
"195","foreign",12,8,11,4,8,10
"196","georgia",12,13,34,26,3,46
"197","immigration",12,19,19,23,6,7
"198","individual",12,6,11,9,2,9
"199","many",12,14,17,25,7,16
"200","member",12,13,13,22,11,29
"201","mitt",12,12,27,20,7,17
"202","month",12,16,30,36,3,24
"203","next",12,7,13,11,3,10
"204","part",12,10,18,8,8,7
"205","planned",12,6,8,12,7,10
"206","without",12,24,23,16,3,15
"207","world",12,21,32,45,13,22
"208","ago",11,10,13,15,6,21
"209","come",11,17,21,17,4,13
"210","coverage",11,15,8,14,7,9
"211","crime",11,16,17,19,7,21
"212","free",11,12,10,4,9,4
"213","ga",11,13,26,13,5,12
"214","got",11,13,19,26,8,9
"215","iraq",11,12,16,12,1,17
"216","level",11,7,12,24,4,13
"217","majority",11,15,19,20,3,9
"218","making",11,13,14,12,7,2
"219","mandate",11,8,6,7,3,4
"220","parenthood",11,6,8,9,6,9
"221","revenue",11,14,13,10,1,6
"222","spent",11,17,17,22,6,20
"223","term",11,8,16,16,6,20
"224","today",11,21,24,44,6,27
"225","wall",11,6,13,6,6,4
"226","back",10,11,19,19,8,16
"227","ban",10,9,13,7,6,7
"228","bank",10,5,11,8,4,5
"229","came",10,11,10,15,3,9
"230","cant",10,14,8,7,2,8
"231","company",10,6,6,9,6,8
"232","control",10,16,15,9,6,6
"233","david",10,10,6,14,5,3
"234","doesnt",10,10,13,10,4,5
"235","employer",10,5,5,4,1,4
"236","end",10,12,9,12,7,8
"237","ever",10,25,13,16,4,12
"238","iran",10,19,13,13,3,6
"239","men",10,5,11,9,2,6
"240","north",10,4,6,12,2,1
"241","option",10,5,1,3,1,1
"242","oregon",10,13,8,18,1,15
"243","paul",10,14,16,7,1,10
"244","project",10,12,12,8,2,7
"245","reduce",10,7,12,4,1,2
"246","reserve",10,5,3,6,2,4
"247","ronald",10,7,6,5,2,4
"248","senator",10,10,15,9,2,19
"249","sex",10,7,10,8,4,4
"250","single",10,15,23,19,4,7
"251","top",10,7,23,23,1,24
"252","tried",10,5,7,4,4,4
"253","voting",10,12,12,15,8,12
"254","war",10,15,23,13,6,17
"255","weve",10,14,26,25,3,18
"256","york",10,11,7,12,2,10
"257","able",9,10,3,9,2,4
"258","amendment",9,15,17,10,2,10
"259","attack",9,18,9,5,4,3
"260","attorney",9,7,6,4,2,5
"261","benghazi",9,6,1,1,1,1
"262","birth",9,7,7,3,2,4
"263","break",9,8,13,10,1,4
"264","child",9,6,8,9,3,14
"265","deal",9,24,20,11,3,6
"266","force",9,9,15,14,9,10
"267","foundation",9,1,2,1,1,1
"268","gallon",9,7,3,8,2,4
"269","general",9,13,12,8,4,15
"270","ir",9,7,7,3,4,2
"271","little",9,4,3,6,2,5
"272","nothing",9,12,6,2,8,5
"273","past",9,11,22,14,4,17
"274","patient",9,4,2,5,3,2
"275","power",9,2,11,9,6,10
"276","promised",9,5,3,2,1,4
"277","provide",9,9,4,12,3,5
"278","raising",9,5,17,4,5,3
"279","rubio",9,5,8,10,4,9
"280","seven",9,7,12,13,3,14
"281","signed",9,5,10,5,3,5
"282","six",9,9,8,21,1,19
"283","special",9,6,8,7,5,1
"284","still",9,10,17,20,3,21
"285","third",9,12,15,20,1,12
"286","tuition",9,5,4,14,0,10
"287","affordable",8,12,9,10,3,3
"288","aid",8,8,5,12,3,5
"289","called",8,10,14,11,3,16
"290","climate",8,11,4,7,1,3
"291","combined",8,10,19,9,1,17
"292","congressman",8,9,7,6,4,2
"293","criminal",8,7,6,5,2,3
"294","data",8,7,2,5,2,0
"295","debate",8,8,8,3,5,3
"296","defense",8,4,7,18,3,5
"297","eight",8,9,19,11,2,7
"298","help",8,12,16,9,7,3
"299","hundred",8,6,12,6,1,5
"300","idea",8,7,5,3,1,2
"301","isi",8,12,7,4,4,4
"302","jim",8,8,6,2,1,5
"303","joe",8,5,9,5,3,3
"304","kill",8,4,7,2,5,5
"305","marco",8,3,7,8,4,8
"306","marriage",8,9,5,12,2,8
"307","mayor",8,11,18,6,6,9
"308","millionaire",8,3,11,6,2,4
"309","old",8,9,11,4,3,6
"310","opposed",8,7,11,5,0,8
"311","pas",8,5,5,4,2,2
"312","place",8,9,12,7,7,3
"313","recent",8,10,9,15,7,2
"314","report",8,9,14,8,9,4
"315","require",8,11,7,3,5,4
"316","rob",8,4,3,3,2,0
"317","saving",8,5,10,3,1,5
"318","sector",8,9,24,15,4,15
"319","see",8,10,8,12,1,5
"320","stand",8,5,7,1,3,3
"321","supreme",8,15,6,6,4,14
"322","taken",8,3,8,8,1,8
"323","trade",8,13,15,8,6,7
"324","w",8,7,6,8,1,5
"325","water",8,8,9,14,3,11
"326","whether",8,22,7,9,3,4
"327","bargaining",7,3,3,2,2,3
"328","bipartisan",7,3,4,7,1,9
"329","call",7,7,9,4,4,5
"330","car",7,7,9,7,8,6
"331","charge",7,10,9,3,5,5
"332","death",7,3,9,8,4,17
"333","deciding",7,5,0,0,0,0
"334","deduction",7,1,1,1,2,2
"335","different",7,3,2,3,1,10
"336","doctor",7,14,1,5,4,7
"337","drilling",7,2,8,5,2,9
"338","email",7,7,4,5,1,1
"339","fee",7,3,5,3,5,4
"340","feingold",7,5,2,1,0,3
"341","former",7,8,13,4,5,8
"342","friend",7,3,0,3,2,1
"343","goe",7,5,6,5,1,2
"344","good",7,5,10,2,5,4
"345","held",7,1,4,4,1,3
"346","helped",7,6,13,8,2,4
